,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
243,Franco Vázquez,Sevilla,35," AM(CLR),FW",11(20),1088,3,-,5,-,0.5,87,1.2,-,6.46
244,Takashi Inui,Eibar,35, AM(CLR),23(6),1965,2,3,2,-,1.4,78.1,0.5,1,6.46
245,José Martínez,Granada,31, D(C),13(7),1188,-,1,-,-,0.1,73.7,1.9,1,6.46
246,Sergi Darder,Espanyol,30, M(CLR),29(7),2659,2,1,5,-,1.4,76.1,0.8,-,6.46
247,Chidozie Awaziem,Leganes,27, D(CR),21(5),1994,-,-,10,-,0.4,74.6,1.7,-,6.45
248,Adrián López,Osasuna,36," M(CLR),FW",17(9),1454,2,-,-,-,0.7,71.5,1.7,-,6.45
249,Pione Sisto,Celta Vigo,29," AM(CLR),FW",8(13),887,2,-,2,-,1.4,82.7,0.2,-,6.44
250,Darko Brasanac,Osasuna,32, M(CR),27(4),2251,-,1,8,-,0.7,73.6,1.5,-,6.43
251,José Luís Morales,Levante,36," D(R),M(CLR),FW",29(9),2529,4,2,3,-,1.1,69.1,0.3,1,6.43
252,Antonio Raíllo,Mallorca,32, D(C),32,2779,1,-,7,1,0.4,82.6,2.2,-,6.43
253,Nemanja Gudelj,Sevilla,32," D(C),M(C)",9(15),1202,-,-,6,-,0.3,90.3,0.9,-,6.42
254,Joel Robles,Real Betis,33, GK,33,2888,-,-,3,1,-,69.9,0.2,2,6.42
255,Martin Valjent,Mallorca,28, D(C),36,3184,-,-,6,-,0.4,82.7,1.5,-,6.42
256,Alexander Isak,Real Sociedad,24," AM(L),FW",14(23),1500,9,1,4,-,1.2,73.4,0.6,-,6.41
257,Fran Mérida,Osasuna,34, AM(C),12(11),1162,-,1,7,1,0.6,76.3,0.3,-,6.41
258,Recio,Leganes,33, M(C),18(7),1573,-,-,11,-,1,87.5,0.2,-,6.41
259,Aitor Ruibal,Leganes,28," D(R),M(LR)",13(12),1218,-,-,5,-,0.6,77.5,0.2,-,6.41
260,Iñigo Pérez,Osasuna,36," D(L),M(CL)",11(11),1074,2,1,4,-,0.9,76.7,0.3,-,6.41
261,Gonzalo Melero,Levante,30," M(C),FW",14(11),1240,2,1,4,-,0.7,82.2,1.2,-,6.40
262,Lago Junior,Mallorca,33, M(L),24(11),2192,4,-,3,-,1.2,75.4,1.4,-,6.40
263,Yan Eteki,Granada,26, DMC,18(10),1506,-,-,4,-,0.3,77.3,1,-,6.39
264,Carlos Soler,Valencia,27, M(CLR),24(4),2075,2,-,4,-,0.6,80.5,0.7,-,6.39
265,Oliver Burke,Deportivo Alaves,27," AM(CLR),FW",14(17),1424,1,2,2,-,0.7,67.4,1.3,1,6.39
266,Brais Méndez,Celta Vigo,27," AM(CR),FW",16(16),1477,-,2,4,-,0.8,77,1.2,-,6.39
267,Kevin Gameiro,Valencia,36," AM(C),FW",17(12),1585,6,2,-,-,0.7,79.2,0.2,1,6.38
268,Borja Iglesias,Real Betis,31, FW,21(14),1922,3,2,3,1,1,74.8,1.1,-,6.37
269,Charles,Eibar,40, FW,13(17),1295,6,-,8,-,0.8,67.2,2.2,1,6.37
270,Fran Beltrán,Celta Vigo,25, DMC,22(6),1835,1,-,2,1,0.5,88.8,0.3,1,6.37
271,Manu García,Deportivo Alaves,38, DMC,22(8),1967,-,-,9,1,0.6,72.1,2.7,-,6.36
272,Allan Nyom,Getafe,35," D(LR),M(R)",31(3),2436,2,-,13,2,0.4,58.9,1.1,-,6.36
273,Wu Lei,Espanyol,32," AM(CLR),FW",21(12),1725,4,-,3,-,1.4,69.4,1,-,6.36
274,Thomas Lemar,Atletico,28, AM(CLR),10(12),923,-,-,2,-,0.5,82.6,0.3,-,6.36
275,Matías Vargas,Espanyol,26," AM(CLR),FW",10(11),1020,-,3,1,-,1,69,0.1,-,6.35
276,Carlos Bacca,Villarreal,37, FW,7(12),683,2,1,1,-,0.9,75.6,0.7,-,6.34
277,Fede San Emeterio,Real Valladolid,27, DMC,20(5),1754,-,-,4,-,0.1,80.1,1.3,-,6.34
278,Nikola Vukcevic,Levante,32, DMC,20(10),1574,-,2,11,-,0.1,88.1,0.6,-,6.33
279,Martín Aguirregabiria,Deportivo Alaves,27," D(LR),M(R)",23(8),2097,1,1,5,1,0.1,67.3,0.8,-,6.33
280,Luis Rioja,Deportivo Alaves,30, AM(LR),19(9),1642,-,-,3,-,0.3,76.1,0.4,-,6.32
281,Adrià Pedrosa,Espanyol,25," D(L),M(L)",11(9),1082,1,-,3,-,0.6,77.1,0.5,-,6.32
282,Waldo Rubio,Real Valladolid,28, AM(L),9(12),875,-,2,6,-,0.8,65,0.2,-,6.32
283,Ramón Azeez,Granada,31, M(C),14(11),1355,2,-,3,-,0.8,79.5,0.8,-,6.31
284,Joan Sastre,Mallorca,27, D(R),16(3),1362,-,2,4,-,0.8,70.7,0.6,-,6.30
285,Rubén Martínez,Osasuna,39, GK,18(1),1583,-,-,-,-,-,45.5,0.3,-,6.28
286,Denis Cheryshev,Valencia,33," AM(L),FW",9(15),920,1,2,5,-,0.9,71.7,0.5,-,6.27
287,Hernâni,Levante,32, AM(LR),5(15),644,2,-,1,1,1.1,64.4,0.2,-,6.27
288,Asier Villalibre,Athletic Club,26, FW,5(14),525,3,-,-,-,0.9,64.4,1.4,1,6.24
289,Borja Sainz,Deportivo Alaves,23, AM(L),5(14),565,1,-,1,-,0.5,77.2,0.4,-,6.21
290,Marc Cardona,Osasuna,28, FW,9(10),703,1,2,1,-,0.6,74.4,0.6,-,6.21
291,Cristian Tello,Real Betis,32, M(LR),5(22),772,2,-,1,-,0.7,79.7,0.1,-,6.21
292,Óscar Melendo,Espanyol,26," AM(CLR),FW",12(12),1112,-,-,-,-,0.1,83.7,0.3,-,6.17
293,Pere Pons,Deportivo Alaves,31, M(C),7(23),1071,1,1,3,-,0.1,74,0.6,-,6.16
294,Javier Eraso,Leganes,34, AM(CR),11(9),817,-,-,3,-,0.5,80.1,0.6,-,6.12
295,Sergio León,Levante,35, FW,6(16),664,1,-,2,-,1,58.6,0.5,-,6.10
296,Víctor Campuzano,Espanyol,26, FW,9(11),868,-,-,2,-,0.8,66,0.8,-,6.09
297,Gabriel Fernández,Celta Vigo,29, FW,5(15),554,1,1,3,1,0.4,66,1.1,-,6.08
298,Abdón Prats,Mallorca,31, FW,0(20),261,-,-,1,-,0.6,65.2,0.6,-,5.99
