,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
242,Óscar De Marcos,Athletic Club,35," D(LR),M(CR)",17(8),1517,1,2,2,-,0.2,77.1,0.5,1,6.44
243,Mikel Vesga,Athletic Club,31, DMC,20(10),1722,-,1,7,-,0.7,77.9,1.5,-,6.44
244,Carlos Bacca,Villarreal,37, FW,9(14),782,5,-,1,-,0.9,65.4,0.4,1,6.44
245,Rodrigo Battaglia,Deportivo Alaves,32, M(C),29(3),2495,1,-,10,1,0.5,84.1,1.4,1,6.44
246,Diego González,Elche,29, D(CL),15(4),1280,1,-,5,-,0.3,88.9,1.6,-,6.44
247,Dani Calvo,Elche,30, D(C),19(4),1779,2,-,3,-,0.3,82.4,1.5,1,6.44
248,Pedro López,SD Huesca,40," D(R),M(R)",10(12),1064,-,1,2,-,0.1,86,0.8,-,6.44
249,Borja García,SD Huesca,33, AM(CL),13(8),1119,1,-,-,-,0.7,87.8,0.5,-,6.43
250,Rober Pier,Levante,29," D(C),DMC",16(3),1427,-,1,3,1,0.4,82.6,0.8,-,6.43
251,Marcos Mauro,Cadiz,33, D(C),22(2),1831,2,-,2,1,0.3,82.6,1.5,-,6.43
252,Mikel Rico,SD Huesca,39, M(C),27(5),2200,1,4,2,-,0.6,80.1,0.3,-,6.43
253,Anthony Lozano,Cadiz,31," AM(L),FW",18(11),1531,3,1,5,-,1.2,62.2,2.1,1,6.43
254,Marko Dmitrovic,Eibar,32, GK,35,3121,1,-,-,-,0.1,50.2,0.3,1,6.43
255,Mikel Balenziaga,Athletic Club,36, D(L),17(6),1689,-,1,-,-,0.1,77.9,0.7,-,6.42
256,Denis Cheryshev,Valencia,33," AM(L),FW",13(8),1105,-,3,3,-,1,66.9,0.6,-,6.42
257,Aitor Fernández,Levante,33, GK,29,2610,-,-,-,-,-,72.2,0.1,-,6.42
258,Ander Barrenetxea,Real Sociedad,22, M(LR),13(18),1300,3,-,7,-,0.7,74.8,0.1,1,6.42
259,Pedro Bigas,Eibar,33, D(CL),19(2),1530,-,-,1,-,0.5,72.2,2.4,-,6.41
260,Nacho Martínez,Real Valladolid,35," D(LR),M(L)",21(2),1813,-,1,3,1,0.3,71.2,0.9,-,6.41
261,Shon Weissman,Real Valladolid,28, FW,24(8),2139,6,1,3,-,1.2,73.7,0.8,2,6.41
262,Víctor Laguardia,Deportivo Alaves,34, D(C),30(2),2636,-,1,4,1,0.3,76.3,1.7,-,6.41
263,Oihan Sancet,Athletic Club,24," M(C),FW",11(13),1036,2,2,2,-,0.8,73.1,0.8,-,6.41
264,Oier Sanjurjo,Osasuna,37," D(CR),M(C)",25(8),2088,-,2,10,-,0.5,67.1,1.9,1,6.41
265,Nemanja Radoja,Levante,31, DMC,13(8),1118,-,2,1,-,0.3,86.3,1,-,6.41
266,Jordi Masip,Real Valladolid,35, GK,25,2250,-,-,3,-,-,46.7,0.2,-,6.41
267,Miralem Pjanic,Barcelona,34, M(C),6(13),623,-,-,1,-,0.8,91.4,0.5,-,6.41
268,Juan Cruz,Osasuna,31, D(CL),23(3),1966,-,-,4,-,-,72.1,1.1,-,6.40
269,Domingos Duarte,Granada,29, D(C),27(2),2365,1,-,5,1,0.2,77,1.7,-,6.40
270,Carlos Neva,Granada,27," D(L),M(L)",21(1),1800,-,-,1,-,0.4,68.1,0.7,-,6.40
271,Kike Pérez,Real Valladolid,27, M(C),12(12),1155,-,-,3,-,0.6,81.7,1.1,-,6.40
272,Trincão,Barcelona,24, AM(CLR),3(25),683,3,2,1,-,0.8,86.3,0.1,-,6.40
273,Dimitri Foulquier,Granada,31," D(CLR),M(R)",32,2672,-,4,7,-,0.3,70.6,0.6,-,6.39
274,Pedro León,Eibar,37, M(LR),10(14),938,1,2,2,-,0.8,69.4,0.8,-,6.38
275,Martín Aguirregabiria,Deportivo Alaves,27," D(LR),M(R)",16(10),1557,-,1,1,-,0.1,71.4,0.7,-,6.38
276,Óscar Rodríguez,Sevilla,25," AM(CLR),FW",4(16),498,-,-,1,-,0.5,83.8,0.4,-,6.38
277,Iván Marcone,Elche,33, DMC,30(3),2651,-,-,8,1,0.1,87.1,0.7,-,6.38
278,Sergi Guardiola,Real Valladolid,32, FW,19(10),1795,1,2,5,-,1.2,67,2,-,6.37
279,William Carvalho,Real Betis,32, M(C),12(15),1220,2,-,4,1,0.6,84.7,1.1,1,6.37
280,Fran Beltrán,Celta Vigo,25, DMC,13(19),1392,3,-,3,-,0.6,90.6,0.1,-,6.37
281,Asier Villalibre,Athletic Club,26, FW,16(19),1586,4,2,1,-,1.1,63.7,1.6,-,6.37
282,Jony,Osasuna,32, M(LR),9(13),869,-,2,-,-,0.5,64,0.2,-,6.36
283,Takashi Inui,Eibar,35, AM(CLR),22(6),1829,1,-,-,-,1.3,75.9,0.3,-,6.36
284,Francis Coquelin,Villarreal,32, M(CLR),7(15),730,-,-,4,-,0.2,88.8,0.5,-,6.36
285,Unai Vencedor,Athletic Club,23, DMC,19(9),1703,-,-,6,-,0.3,79.8,0.4,-,6.35
286,Erick Cabaco,Getafe,29, D(C),15(5),1328,-,-,8,-,0.3,62.1,2.2,-,6.35
287,Sergio Álvarez,Eibar,32," D(C),M(C)",17(10),1565,-,-,3,-,0.2,77,1.7,-,6.34
288,Pere Pons,Deportivo Alaves,31, M(C),13(10),1184,2,-,1,-,0.4,78.5,0.6,-,6.34
289,Deyverson,Deportivo Alaves,32, FW,11(16),872,1,3,4,-,0.5,51.2,2.3,-,6.34
290,Manu Vallejo,Valencia,27, FW,9(21),940,5,-,2,-,0.6,76.8,0.3,-,6.33
291,Martin Braithwaite,Barcelona,32," AM(CLR),FW",11(18),1164,2,2,3,-,0.8,82.2,0.6,-,6.33
292,Fede San Emeterio,Real Valladolid,27, DMC,17(7),1463,-,-,7,-,0.1,78.5,1.1,-,6.33
293,Yunus Musah,Valencia,21, M(CR),17(15),1535,1,-,2,-,0.2,75.2,0.6,-,6.33
294,Salvi Sánchez,Cadiz,33, AM(R),25(3),1950,2,-,5,-,0.6,64.5,0.7,-,6.33
295,Geoffrey Kondogbia,Atletico,31," D(C),DMC",4(21),596,-,-,4,-,0.2,85.2,0.2,-,6.32
296,Iván Alejo,Cadiz,29, AM(R),6(16),820,1,1,5,-,0.6,67.3,0.6,1,6.32
297,Unai Simón,Athletic Club,26, GK,37,3330,-,-,1,-,-,63.4,0.2,-,6.32
298,David Timor,Getafe,34," D(C),M(C)",15(15),1388,-,-,5,1,0.6,64,1.4,-,6.32
299,Yoshinori Muto,Eibar,31, FW,13(13),1122,1,1,1,-,0.8,68.7,1.5,-,6.31
300,Jaime Mata,Getafe,35," AM(L),FW",23(10),2042,5,-,10,1,1.2,68.3,2.5,-,6.31
301,Luis Pérez,Real Valladolid,29, D(R),15(7),1298,-,-,1,-,0.1,70.8,1,-,6.31
302,Álex Pozo,Eibar,25," D(R),M(R)",24(6),2187,-,-,4,-,0.4,73.8,0.4,-,6.31
303,Roberto Soldado,Granada,38, FW,16(13),1444,9,-,6,1,1,62.3,0.8,1,6.30
304,Son,Levante,30, D(LR),10(18),1092,-,-,3,-,0.3,74.7,0.3,-,6.30
305,Lucas Torreira,Atletico,28, DMC,3(16),507,1,-,2,-,0.2,87.2,0.2,-,6.30
306,Míchel Herrero,Real Valladolid,35, M(CR),10(12),945,2,-,3,-,0.5,83.6,0.3,-,6.29
307,Nemanja Gudelj,Sevilla,32," D(C),M(C)",10(20),1025,-,-,8,-,0.3,93.1,0.5,1,6.29
308,Sergio Gómez,SD Huesca,23, D(L),4(25),773,-,1,1,-,0.3,82.2,-,-,6.28
309,Enric Gallego,Osasuna,37, FW,8(14),803,-,2,2,-,0.6,58.9,3.4,-,6.28
310,Kévin Rodrigues,Eibar,30," D(L),M(L)",11(11),1094,1,1,1,-,0.5,73.2,0.6,1,6.28
311,Jota,Deportivo Alaves,32, AM(CLR),18(5),1408,-,2,3,1,0.7,75.2,0.2,-,6.28
312,Dani Gómez,Levante,25, FW,17(17),1660,2,2,3,-,0.9,78.4,0.4,-,6.27
313,Shinji Okazaki,SD Huesca,38," AM(CLR),FW",14(11),1128,1,1,1,-,0.8,76.3,1.2,-,6.25
314,Manu García,Deportivo Alaves,38, DMC,11(15),1115,-,-,7,1,0.4,69.5,1.6,-,6.24
315,Emiliano Rigoni,Elche,31," M(CLR),FW",12(11),1142,1,1,5,-,0.7,82.2,0.2,-,6.24
316,Kevin Gameiro,Valencia,36," AM(C),FW",10(17),1070,4,1,-,-,0.6,77.4,0.4,-,6.24
317,Idrissa Doumbia,SD Huesca,26, DMC,7(16),770,-,-,4,-,0.2,92,0.3,-,6.24
318,Fede Vico,Granada,29, M(CLR),9(11),768,-,-,1,-,0.5,73.6,0.2,-,6.23
319,Omenuke Mfulu,Elche,30, M(C),9(11),789,-,-,4,-,0.2,87.2,0.5,-,6.23
320,Dani Escriche,SD Huesca,26, Forward,7(16),851,1,1,5,1,0.4,73.5,0.7,-,6.22
321,Jesús Vallejo,Granada,27, D(CR),15(6),1349,-,-,2,1,-,72.7,1,-,6.21
322,Jon Ander Garrido,Cadiz,34, M(C),7(16),792,-,-,1,-,0.2,78.5,1,-,6.21
323,Iñigo Pérez,Osasuna,36," D(L),M(CL)",16(6),1356,-,-,2,1,0.4,73.8,0.5,-,6.21
324,Jairo Izquierdo,Cadiz,30, Defender,11(19),1270,1,-,4,-,0.3,75.3,0.3,-,6.20
325,Loren Morón,Real Betis,30, FW,10(17),984,1,-,3,-,0.9,63.2,1.2,-,6.20
326,Ángel Rodríguez,Getafe,37, FW,12(21),1364,5,-,4,-,1.2,69.7,0.7,1,6.19
327,Jon Bautista,Real Sociedad,28, FW,0(21),353,-,1,3,-,0.6,61.4,1.1,-,6.19
328,Miguel Baeza,Celta Vigo,24, AM(C),4(18),532,1,-,-,-,0.5,82.1,0.4,-,6.17
329,Sergio León,Levante,35, FW,6(22),734,2,-,1,-,0.7,71.1,0.4,-,6.16
330,Yan Eteki,Granada,26, DMC,16(9),1324,-,-,4,1,0.3,77.8,1,-,6.14
331,Rubén Blanco,Celta Vigo,28, GK,19,1645,-,-,-,1,-,67.3,0.1,-,6.13
332,Borja Sainz,Deportivo Alaves,23, AM(L),2(19),440,1,-,1,-,0.3,83.5,0.1,-,6.12
333,Filip Malbasic,Cadiz,31, Forward,8(20),850,-,1,2,-,0.3,58.8,0.5,-,6.10
