,player_name,team_number,Team,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
275,Jeremy Toljan,2889,Sassuolo,28,D,29(2),2672,1,0.7,42.1,83.7,0.3,1.9,0.1,6.37,0,3,0,0.2,0.3,0,0.2,0.5,0.0,0.5,0.8,1.2,0.6,0.3,0.4,1.1,0.4,0.5,0
279,Diego Coppola,76,Verona,19,D,11(8),1171,0,0.0,26.7,73.6,0.1,1.6,0.0,6.36,0,5,0,0.2,2.5,0,0.1,0.0,0.0,0.1,0.4,1.3,0.7,0.5,0.2,1.9,0.7,0.3,0
280,Dimitrios Nikolaou,1501,Spezia,24,D,34(2),2964,0,0.3,43.6,82.4,0.1,2.8,0.0,6.36,1,9,1,0.3,0.8,0,0.3,0.6,0.0,0.3,0.5,1.3,0.8,0.8,0.4,2.1,0.3,0.7,0
285,Marlon Santos,269,Monza,27,D,18(10),1591,0,0.0,36.3,92.3,0.1,1.3,0.0,6.34,0,7,1,0.2,1.4,0,0.1,0.2,0.0,0.0,0.2,1.3,0.6,0.8,0.2,1.7,0.5,0.1,1
293,Junior Sambia,143,Salernitana,26,D,7(15),691,1,0.3,13.3,84.2,0.3,0.4,0.0,6.33,0,3,0,0.6,0.7,0,0.5,0.8,0.0,0.4,0.6,0.5,0.4,0.5,0.0,0.5,0.2,0.1,0
295,Ruan,2889,Sassuolo,24,D,21(2),1717,0,0.0,40.7,89.0,0.0,1.7,0.0,6.32,0,9,3,0.2,2.2,0,0.1,0.6,0.0,0.2,0.2,1.7,1.0,1.2,0.9,3.3,0.4,0.7,1
297,Enzo Ebosse,86,Udinese,24,D,9(11),919,0,0.1,24.1,84.4,0.1,1.9,0.0,6.31,0,3,0,0.2,0.8,0,0.2,0.2,0.1,0.2,0.4,0.8,0.6,0.5,0.0,1.2,0.2,0.3,0
300,Gian Marco Ferrari,2889,Sassuolo,31,D,24(9),2221,0,0.1,38.8,86.3,0.0,3.1,0.0,6.31,1,5,0,0.2,1.5,0,0.0,0.9,0.0,0.1,0.3,0.7,0.7,0.7,0.9,2.5,0.2,0.6,0
313,Jeison Murillo,271,Sampdoria,31,D,12(8),1058,0,0.1,26.5,83.6,0.0,1.7,0.0,6.24,0,4,1,0.2,1.4,0,0.1,1.0,0.0,0.1,0.4,1.1,0.4,0.9,0.5,2.0,0.5,0.7,1
319,Giacomo Quagliata,2731,Cremonese,23,D,6(14),693,1,0.7,11.2,74.9,0.8,0.4,0.0,6.21,0,0,1,0.5,0.1,0,0.5,0.6,0.0,0.3,0.5,0.5,0.6,0.7,0.1,0.4,0.3,0.1,0
326,Nicola Murru,271,Sampdoria,28,D,5(15),775,0,0.1,14.6,80.1,0.2,0.7,0.0,6.14,0,3,0,0.1,0.4,0,0.0,0.3,0.1,0.1,0.4,1.2,0.5,0.8,0.1,1.0,0.3,0.4,0
