,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
243,Gabriel Gudmundsson,Lille,25," D(L),M(LR)",15(15),1341,1,-,3,-,0.6,75.4,0.5,-,6.43
244,Azzedine Ounahi,Angers,24, AM(CR),16(16),1627,2,1,2,-,0.8,88,0.4,-,6.43
245,Georginio Wijnaldum,PSG,33, M(CLR),18(13),1654,1,3,2,-,0.7,90.2,0.4,-,6.42
246,Burak Yilmaz,Lille,38," AM(L),FW",25(6),2219,4,3,9,1,2.3,75.1,0.8,-,6.42
247,Boubacar Traoré,Metz,22, M(C),17(10),1721,1,1,7,1,0.8,83.1,0.6,1,6.42
248,Dion Lopy,Reims,22, DMC,19(7),1647,-,-,4,-,0.6,87,0.5,-,6.42
249,Mama Baldé,Troyes,28," D(R),M(CLR),FW",20(10),1725,3,2,2,1,1.6,69.8,0.9,1,6.42
250,Sékou Mara,Bordeaux,21, FW,8(18),898,6,-,2,-,1.5,67.9,1.2,2,6.42
251,Nathanaël Mbuku,Reims,22," AM(CLR),FW",18(13),1423,2,1,1,-,1.1,75.4,0.3,-,6.42
252,Zaydou Youssouf,Saint-Etienne,24, M(CR),18(12),1558,1,-,3,1,0.7,84.6,0.4,-,6.41
253,Junior Sambia,Montpellier,27," D(R),M(CR)",16(14),1528,1,-,3,1,0.7,78.3,0.8,-,6.41
254,Gideon Mensah,Bordeaux,25," D(L),M(L)",13(10),1206,-,2,1,1,0.1,84.9,0.7,-,6.41
255,Houboulang Mendes,Lorient,26, D(CR),36,3223,-,1,3,1,0.6,83.9,0.8,-,6.41
256,Paul Bernardoni,Saint-Etienne,27, GK,19,1710,-,-,-,-,-,45.9,0.3,-,6.41
257,Jodel Dossou,Clermont Foot,32, AM(R),23(12),2017,3,1,4,-,1.5,75.8,0.2,1,6.40
258,Ouparine Djoco,Clermont Foot,26, GK,23(1),2113,-,-,1,-,-,62,0.1,2,6.40
259,Massadio Haïdara,Lens,31," D(CL),M(L)",12(8),1078,1,1,5,1,0.3,85.2,0.7,-,6.40
260,Bradley Locko,Reims,21," D(L),M(L)",11(13),1011,1,1,4,-,0.3,77.7,0.5,-,6.40
261,Morgan Schneiderlin,Nice,34, DMC,5(15),639,-,1,1,1,0.1,85.5,0.6,-,6.40
262,Youssouf Koné,Troyes,28," D(CL),M(L)",11(10),981,-,1,2,1,0.4,77.3,0.3,1,6.39
263,Jérémy Le Douaron,Brest,26," AM(L),FW",16(16),1446,5,3,-,-,1.1,73.5,1.2,1,6.39
264,Jean-Eudes Aholou,Strasbourg,30, DMC,11(14),1002,1,1,2,-,0.7,83,0.6,-,6.39
265,Sébastien Corchia,Nantes,33," D(R),M(R)",13(15),1319,-,3,-,1,0.4,74,0.6,-,6.39
266,Pierrick Capelle,Angers,37," D(L),M(CLR)",12(18),1187,-,1,2,-,0.6,82,0.6,-,6.39
267,Jim Allevinah,Clermont Foot,29, M(CLR),13(17),1481,1,2,1,-,1.4,81.1,0.6,-,6.38
268,Calvin Stengs,Nice,25, M(CR),11(13),1071,1,1,1,-,0.9,76.4,0.1,-,6.38
269,Ibrahima Niané,Metz,25," AM(L),FW",20(6),1592,3,1,2,1,1.7,71.3,2.5,-,6.38
270,Vincent Manceau,Angers,34, D(CLR),25(3),2359,-,-,-,1,0.1,88.6,0.6,-,6.38
271,Harold Moukoudi,Saint-Etienne,26, D(C),17(7),1658,-,-,3,-,0.3,89,1.2,-,6.37
272,Marcus Coco,Nantes,27," D(R),M(LR),FW",9(15),925,1,1,1,1,0.5,74.6,1.3,-,6.37
273,Jimmy Giraudon,Troyes,32, D(C),18(1),1620,-,-,3,1,-,85.6,0.9,-,6.36
274,Opa Nguette,Metz,29," AM(LR),FW",10(16),1043,2,2,1,-,0.9,74,0.8,-,6.36
275,Samuel Moutoussamy,Nantes,27, M(CL),16(14),1503,-,1,5,-,0.5,85.3,0.3,-,6.36
276,Ricardo Mangas,Bordeaux,26," D(CL),M(LR)",27(2),2357,3,1,2,-,0.6,78.9,0.9,-,6.35
277,Mauro Icardi,PSG,31, FW,10(14),1019,4,-,1,-,1.2,80.5,0.2,-,6.35
278,Yoann Touzghar,Troyes,37, FW,16(12),1462,4,-,-,-,1,80.3,0.9,-,6.35
279,Yvann Maçon,Saint-Etienne,25," D(LR),M(R)",19(3),1538,-,-,7,-,0.7,75.5,0.7,1,6.34
280,Ignatius Ganago,Lens,25," AM(LR),FW",11(17),1020,5,1,2,-,1.1,74.1,0.7,-,6.34
281,Timothée Pembélé,Bordeaux,21," D(R),M(R)",17(9),1421,1,1,3,-,0.7,73,0.4,-,6.34
282,Stéphane Bahoken,Angers,31, FW,12(17),1096,3,1,-,-,0.8,74.8,0.8,-,6.33
283,Mohamed-Ali Cho,Angers,20," AM(R),FW",21(11),1847,4,1,2,2,1.3,75.3,0.5,1,6.33
284,Evann Guessand,Nice,22," AM(R),FW",2(18),424,1,2,3,-,0.6,68,0.6,-,6.32
285,Saîf-Eddine Khaoui,Clermont Foot,29, AM(CR),9(14),926,1,-,1,-,0.8,77.2,-,-,6.32
286,Irvin Cardona,Brest,26," AM(L),FW",13(19),1333,4,2,2,-,0.8,68.4,0.4,-,6.32
287,Dylan Chambost,Troyes,26, M(C),9(10),753,-,1,-,-,0.5,79.5,0.7,-,6.32
288,Dango Ouattara,Lorient,22," D(L),M(LR)",7(18),802,1,2,4,-,1,65.3,0.8,-,6.31
289,M'Baye Niang,Bordeaux,29," AM(LR),FW",7(15),769,3,1,3,-,1.2,59.5,1.4,-,6.30
290,Mitchell van Bergen,Reims,24," AM(LR),FW",11(9),987,-,-,1,-,0.6,72.5,0.2,-,6.30
291,Angel Gomes,Lille,23," M(CL),FW",12(12),955,1,1,3,-,0.6,80.2,0.2,-,6.30
292,Deiver Machado,Lens,30, M(L),5(17),513,-,1,1,-,0.1,85.3,0.3,-,6.29
293,Enzo Ebosse,Angers,25, D(C),21(6),1888,-,-,1,-,0.1,85.1,0.9,-,6.29
294,Quentin Boisgard,Lorient,27, AM(CLR),9(16),953,1,1,3,-,0.6,77.3,0.4,-,6.28
295,Paul Nardi,Lorient,29, GK,22,1980,-,-,1,-,-,49.1,0.1,-,6.28
296,Lucas Gourna-Douath,Saint-Etienne,20, DMC,20(11),1808,1,-,7,-,0.4,88.5,0.4,-,6.28
297,Igor Silva,Lorient,27," D(R),M(R)",17(11),1572,-,-,3,-,0.5,78.6,0.4,-,6.28
298,Kévin N'Doram,Metz,28, DMC,16(3),1239,-,-,5,-,0.4,84.2,0.8,-,6.27
299,Romain Hamouma,Saint-Etienne,37," M(CLR),FW",7(15),883,2,1,2,-,1,77.4,0.2,-,6.25
300,Adil Aouchiche,Saint-Etienne,21, AM(CL),11(24),1068,-,4,2,-,0.6,81.3,0.3,-,6.24
301,Sambou Soumano,Lorient,23, FW,4(17),435,3,-,1,-,0.9,60.2,0.9,-,6.23
302,Myron Boadu,Monaco,23, FW,7(24),945,4,1,-,-,0.7,76.6,0.5,1,6.22
303,Léo Leroy,Montpellier,24, DMC,7(17),620,-,-,3,-,0.3,80.3,0.5,-,6.21
304,Benoît Costil,Bordeaux,36, GK,25,2250,-,-,1,-,-,67.2,0.3,1,6.16
305,Nicholas Gioacchini,Montpellier,23, FW,3(25),476,-,2,-,-,0.4,63.8,0.7,-,6.16
306,Willem Geubbels,Nantes,22, Forward,4(18),532,2,1,1,-,0.5,73.1,0.5,-,6.15
307,Luis Henrique,Marseille,22, M(LR),7(13),695,-,1,-,-,0.3,79.7,-,-,6.15
308,Fransérgio,Bordeaux,33," M(C),FW",14(12),1255,-,1,8,-,0.5,72,1,-,6.14
309,Béni Makouana,Montpellier,21, Forward,1(22),305,-,-,4,-,0.3,74.3,-,-,5.98
