,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating
242,Pablo Fornals,West Ham,28, M(CLR),24(12),2179,2,5,3,-,1,78.8,0.3,1,6.48
243,Lys Mousset,Sheff Utd,28, FW,11(19),1235,6,4,1,-,1.2,69.6,0.8,1,6.48
244,Marvelous Nakamba,Aston Villa,30, DMC,19(10),1836,-,-,5,-,0.2,84.3,0.8,-,6.47
245,Ezri Konsa,Aston Villa,26, D(CR),24(1),2044,1,2,3,-,0.4,78,2,-,6.47
246,Tom Davies,Everton,25, M(C),23(7),2058,1,-,8,-,0.6,77.5,1.2,-,6.47
247,Theo Walcott,Everton,35," M(CLR),FW",17(8),1297,2,3,1,-,1.2,68.9,0.3,1,6.46
248,Jamal Lewis,Norwich,26," D(L),M(L)",25(3),2304,1,-,4,-,0.3,78.9,0.3,1,6.46
249,Ché Adams,Southampton,27," AM(CL),FW",12(18),1107,4,2,-,-,1.2,64.9,1.4,1,6.45
250,Pedro Neto,Wolves,24," AM(CLR),FW",9(20),929,3,3,3,-,0.6,83.4,0.2,-,6.45
251,Ben Godfrey,Norwich,26, D(CLR),30,2646,-,-,3,1,0.5,87.9,2.2,-,6.45
252,Dan Gosling,Bournemouth,34," D(R),M(C)",14(10),1262,3,1,3,-,0.5,77.3,0.9,1,6.43
253,Divock Origi,Liverpool,29," AM(LR),FW",7(21),706,4,1,1,-,0.5,70.9,0.6,-,6.42
254,James McCarthy,Crystal Palace,33, M(C),16(17),1673,-,-,9,-,0.4,77.8,0.5,-,6.42
255,Dominic Solanke,Bournemouth,26, FW,17(15),1645,3,1,1,-,1,69.6,2,1,6.41
256,Nathaniel Chalobah,Watford,29, DMC,10(12),926,-,1,1,-,0.4,73.7,0.9,-,6.41
257,Jordan Pickford,Everton,30, GK,38,3451,-,-,2,-,-,60.1,0.3,-,6.40
258,Dennis Praet,Leicester,29, AM(CR),12(15),1135,1,2,2,-,0.6,85,0.2,-,6.39
259,Sean Longstaff,Newcastle,26, DMC,14(9),1373,1,1,2,1,1.1,79.2,0.7,-,6.37
260,Aaron Connolly,Brighton,24, FW,14(10),1266,3,1,-,-,1.6,77.4,0.8,1,6.37
261,Kepa,Chelsea,29, GK,33,2970,-,-,-,-,-,79.7,0.2,-,6.36
262,Hamza Choudhury,Leicester,26," D(R),DMC",10(10),889,1,1,2,1,0.4,86.1,0.6,-,6.35
263,Roberto Pereyra,Watford,33," M(CLR),FW",17(11),1653,3,-,4,-,0.8,85.2,0.2,-,6.35
264,Michael Obafemi,Southampton,23, FW,8(13),663,3,2,1,-,0.6,80.3,0.4,-,6.34
265,Billy Sharp,Sheff Utd,38, FW,10(15),1048,3,2,1,1,0.6,74.1,0.8,-,6.34
266,Moise Kean,Everton,24," AM(LR),FW",6(23),867,2,2,1,-,1,76.8,0.4,1,6.32
267,Joe Willock,Arsenal,24, M(C),8(21),849,1,1,2,-,0.5,82.8,0.3,-,6.31
268,Lewis Cook,Bournemouth,27, M(CL),14(13),1346,-,-,5,-,0.3,78.8,0.4,-,6.31
269,Jesse Lingard,Man Utd,31," AM(CLR),FW",9(13),932,1,-,3,-,1,87.7,0.1,-,6.30
270,Adrian Mariappa,Watford,37, D(CR),15(5),1509,-,-,4,1,0.2,73.2,2.1,-,6.25
271,Glenn Murray,Brighton,40, FW,7(16),790,1,1,-,-,0.8,61.7,1.7,-,6.25
272,Marco Stiepermann,Norwich,33," D(L),M(CLR)",14(10),1189,-,-,6,-,0.8,71.5,0.6,-,6.22
273,Mario Vrancic,Norwich,34, M(CL),6(14),630,1,-,3,-,0.7,78.3,0.4,-,6.17
274,Andre Gray,Watford,32, FW,7(16),747,2,-,1,-,0.8,65.3,0.7,-,6.15
275,Josip Drmic,Norwich,31," AM(LR),FW",5(16),642,1,-,-,1,0.7,77.5,0.9,-,6.03
