,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_def,Blocks,OwnG,Drb_off,Fouled,Off,Disp,UnsTch,AvgP,PSp,Crosses,LonB,ThrB
10,Marco Reus,Borussia Dortmund,34," M(CLR),FW",27,2322,17,8,3,1,2.6,81.8,0.7,5,7.39,1.2,0.3,1.3,-,1.2,0.9,-,-,0.9,1.1,0.6,1.4,1.4,37.6,81.8,0.4,1.5,0.1
11,Kingsley Coman,Bayern,27," M(LR),FW",17(4),1392,6,4,2,-,1.5,85.0,0.6,2,7.34,0.5,0.2,0.8,-,0.1,0.6,-,-,2.9,2,0.1,1.6,1.6,29.4,85.0,0.7,0.5,-
12,Ishak Belfodil,Hoffenheim,32," AM(LR),FW",20(8),1864,16,3,3,-,3.1,72.2,1.8,4,7.29,0.5,0.1,0.9,-,0.5,0.4,-,-,1.4,0.5,0.8,1.1,1.1,15.6,72.2,0.1,0.1,-
13,Kevin Volland,Leverkusen,31," AM(CLR),FW",32(2),2820,14,9,4,-,2.6,75.0,1,4,7.28,1,0.2,1.2,0.1,0.9,0.4,-,-,0.9,1.5,0.6,1.7,1.7,25.3,75.0,0.6,0.7,0.1
14,Daniel Caligiuri,Schalke,36," D(R),M(CLR),FW",31,2760,7,3,9,-,1.6,68.5,1.3,5,7.28,3,1.6,1,0.1,2,1.9,0.3,-,2.1,1.2,-,1.4,1.4,37.2,68.5,1.5,2.7,-
15,Yussuf Poulsen,RBL,29," AM(CR),FW",27(4),2454,15,3,2,-,2.1,60.8,4.6,4,7.27,0.6,0.2,1.8,0.1,0.9,0.7,0.1,-,0.8,1.6,0.6,2,2,24.9,60.8,0.2,0.3,0.1
16,Marko Grujic,Hertha Berlin,28, DMC,20(2),1780,5,1,5,-,2.1,81.9,3.2,3,7.26,2,1.3,2,0.1,2.3,1.1,0.3,-,1.4,1,-,0.9,0.9,43.1,81.9,-,1.6,-
17,Filip Kostic,Eintracht Frankfurt,31," M(LR),FW",33(1),2961,6,10,4,-,1.8,64.6,1.3,5,7.26,1.9,0.7,0.8,0.1,1.1,1.2,0.2,-,1.7,1.1,0.1,1.4,1.4,29.7,64.6,1.4,1.4,0.1
18,Julian Brandt,Leverkusen,28," M(CLR),FW",30(3),2674,7,11,-,-,2,81.4,0.9,3,7.26,0.8,0.5,0.4,-,0.2,1.1,-,-,1.7,0.7,0.1,1.5,1.5,51.6,81.4,1.2,2.4,0.2
19,Kai Havertz,Leverkusen,24," M(CR),FW",33(1),2901,17,3,2,-,2.6,87.2,1.6,2,7.25,0.8,0.5,0.7,-,0.8,0.7,0.1,-,1.4,1.5,0.1,2,2,52.6,87.2,0.1,2.2,0.1
20,Wout Weghorst,Wolfsburg,31, FW,33(1),2931,17,7,4,-,2.1,69.5,3.4,3,7.24,0.9,0.3,1.1,-,0.9,0.8,0.1,-,0.4,1.1,0.9,1.4,1.4,23.6,69.5,0.1,0.5,0.1
21,James Rodríguez,Bayern,32," AM(CLR),FW",13(7),1143,7,3,2,-,1.8,87.1,0.2,3,7.24,0.6,0.2,0.4,-,0.1,0.7,-,-,0.8,0.8,0.3,0.6,0.6,43.9,87.1,1.6,2.4,0.2
22,Max Kruse,Werder Bremen,36," M(CLR),FW",32,2837,11,9,-,-,2.8,79.1,0.8,5,7.23,0.5,0.3,0.7,-,0.2,1,-,-,1.2,1,0.2,1.4,1.4,49.9,79.1,1.7,3.4,0.1
23,Joelinton,Hoffenheim,27," AM(CLR),FW",25(3),2136,7,5,5,-,2,79.3,2.3,1,7.21,1.3,0.5,2,-,0.3,0.7,0.1,-,1.7,1,0.1,2.2,2.2,24.7,79.3,0.2,0.3,0.1
24,Thomas Müller,Bayern,34," M(CLR),FW",28(4),2391,6,9,1,-,2,74.7,1.6,3,7.19,1.3,0.3,0.7,-,0.4,0.9,0.2,-,0.7,0.8,0.5,0.5,0.5,37.5,74.7,0.2,1.2,0.1
25,Ibrahima Konaté,RBL,24, D(C),27(1),2431,1,1,7,-,0.5,76.0,3.6,-,7.19,1.6,2.1,1.3,1,4.3,0.4,0.6,-,0.8,0.9,-,0.4,0.4,37.0,76.0,-,1.9,-
26,Kevin Stöger,Fortuna Duesseldorf,30, M(CL),24(1),2121,1,7,8,-,1.3,85.0,0.2,3,7.17,2.5,1.2,1.9,0.1,0.6,1.5,0.2,-,1.1,2.4,-,1,1,54.8,85.0,1.2,5.4,0.2
27,Timo Werner,RBL,28," AM(CLR),FW",29(1),2525,16,7,1,-,3.6,74.2,0.3,5,7.17,0.6,0.1,0.8,-,0.1,0.4,0.1,-,1,1.2,1.2,1.2,1.2,25.5,74.2,0.2,0.4,0.1
28,Mats Hummels,Bayern,35, D(C),20(1),1776,1,1,1,-,0.9,89.4,4,-,7.17,1.2,1.6,0.4,0.2,2.3,0.7,0.4,-,0.5,0.4,-,0.1,0.1,82.6,89.4,-,4.5,0.1
29,Serge Gnabry,Bayern,28," AM(CLR),FW",21(9),1774,10,5,-,-,2.2,83.4,0.2,3,7.15,1.2,0.4,0.8,-,0.1,0.8,-,-,1.7,0.5,0.4,1,1,26.4,83.4,0.3,1,0.1
30,Kevin Kampl,RBL,33, M(CLR),25(2),2122,2,5,5,-,1.3,84.4,0.6,2,7.13,1.5,1.2,1.1,-,0.7,0.7,0.1,-,0.9,0.3,0.3,0.9,0.9,52.9,84.4,0.7,2.4,0.1
31,Thomas Delaney,Borussia Dortmund,32, DMC,27(3),2290,3,5,7,-,1.1,85.5,1.9,4,7.13,2.3,1.9,1.5,-,1.4,0.4,0.3,-,0.3,0.8,0.1,0.5,0.5,53.6,85.5,0.1,2.7,-
32,Maximilian Arnold,Wolfsburg,29, M(CR),33,2879,2,6,7,-,1.6,80.8,0.8,2,7.11,1.6,1.1,1.4,-,1.3,1.2,0.3,-,0.8,2.5,0.1,0.9,0.9,39.6,80.8,1,4.7,0.1
33,Axel Witsel,Borussia Dortmund,35," D(C),M(C)",32(1),2873,4,1,2,-,1.1,93.1,1.4,-,7.11,1.4,1.4,0.8,-,1.4,0.3,0.2,-,0.8,1.5,-,0.8,0.8,72.8,93.1,-,2.4,0.1
34,Achraf Hakimi,Borussia Dortmund,25," D(LR),M(R)",19(2),1740,2,4,4,-,1,86.1,0.8,-,7.11,1.6,1.4,0.7,0.3,1.8,0.9,0.2,-,1.8,1.7,-,1.3,1.3,63.4,86.1,0.4,2.1,0.1
35,Nils Petersen,Freiburg,35, FW,20(4),1930,10,3,-,-,2,68.2,3.8,3,7.11,1.2,0.5,1,-,1.4,0.8,0.1,-,0.3,0.8,0.1,1.2,1.2,21.3,68.2,-,0.7,-
36,William,Wolfsburg,29," D(LR),M(R)",30(1),2676,2,1,10,-,0.8,74.4,1.6,1,7.09,2.6,2.7,1.2,0.2,3.5,1.3,0.1,-,0.9,0.6,-,0.6,0.6,43.8,74.4,0.9,4,-
37,Andrej Kramaric,Hoffenheim,32," AM(CLR),FW",28(2),2404,17,4,2,-,3.7,80.9,0.3,2,7.09,0.3,0.3,0.2,-,0.4,0.7,0.1,-,0.9,0.6,0.3,1.7,1.7,31.9,80.9,0.8,1.2,0.1
38,Florian Grillitsch,Hoffenheim,28," D(C),M(CL)",27(3),2395,-,3,8,-,1.1,83.5,1.6,-,7.06,2.6,2.4,1.4,0.1,1.7,1.5,0.3,-,0.8,1.6,-,0.4,0.4,51.6,83.5,0.2,3.5,0.1
39,Salif Sané,Schalke,33," D(C),DMC",29(1),2613,2,-,4,-,0.6,83.2,4,1,7.06,1.8,2.3,0.9,0.4,4.8,0.6,1,-,0.5,1.1,-,0.2,0.2,51.1,83.2,0.1,3.1,-
40,Theodor Gebre Selassie,Werder Bremen,37," D(CLR),DMC,M(R)",32,2815,3,2,2,-,0.9,79.8,3.3,1,7.03,1.7,2.2,1,0.6,2.8,0.9,0.3,-,0.4,1,0.1,0.7,0.7,41.9,79.8,0.3,0.9,-
41,Jérôme Roussillon,Wolfsburg,31," D(L),M(L)",28,2466,3,4,4,-,0.7,77.3,0.9,3,7.03,1.5,1.1,0.7,-,1.5,0.4,0.3,-,1.8,1.4,-,1.3,1.3,36.6,77.3,1.1,1.9,-
42,Emil Forsberg,RBL,32," AM(CLR),FW",14(6),1254,4,7,-,-,1.5,81.6,0.4,1,7.02,0.6,0.2,0.4,-,0.3,0.6,0.1,-,1.1,1.2,0.2,1.1,1.1,23.9,81.6,0.7,0.8,0.2
43,Raphaël Guerreiro,Borussia Dortmund,30," D(L),M(CL)",17(6),1532,2,6,2,-,1.5,85.5,0.3,1,7.02,1.1,0.8,0.4,-,0.4,0.5,-,-,1.3,0.9,0.1,1,1,46.1,85.5,0.7,0.9,0.1
44,Ondrej Duda,Hertha Berlin,29," M(C),FW",30(2),2575,11,5,7,-,1.7,76.9,1,5,7.02,1.7,0.5,2.4,-,0.4,1.3,0.1,-,1.2,1.4,0.2,1.3,1.3,37.6,76.9,0.5,1.4,0.1
45,Marc Oliver Kempf,Stuttgart,29, D(C),23,2026,2,-,3,-,0.6,81.2,5,3,7.01,1.4,2,1,0.6,5.7,0.5,0.9,-,0.1,1.3,-,0.2,0.2,44.0,81.2,0.1,3.2,-
46,David Alaba,Bayern,31," D(CL),M(CL)",29(2),2534,3,3,4,-,1.5,85.5,0.8,-,7.01,1.1,1,0.4,0.3,1,0.3,0.1,-,0.9,0.4,0.2,0.6,0.6,56.9,85.5,0.7,1.7,-
47,Lukas Klostermann,RBL,27," D(CLR),M(R)",22(4),2003,5,1,1,-,0.5,74.0,1.6,2,7.01,1.9,1.1,0.7,0.5,2.4,0.6,0.2,-,0.3,0.4,-,0.3,0.3,30.6,74.0,0.3,1.5,-
48,Charles Aránguiz,Leverkusen,35, M(C),22(2),1897,2,7,3,-,1,88.6,0.5,2,7.0,2,1,1.1,-,1,1.9,0.1,-,0.4,1.3,-,1.1,1.1,67.8,88.6,0.5,3.3,-
49,Mario Götze,Borussia Dortmund,31," M(CLR),FW",19(7),1680,7,7,-,-,1.1,81.5,0.3,-,7.0,1,0.3,0.8,-,0.2,0.8,-,-,1,1,0.5,1.6,1.6,33.3,81.5,0.3,0.7,0.2
50,Luka Jovic,Eintracht Frankfurt,26, FW,25(7),2249,17,5,1,-,3,70.4,1.9,4,7.0,0.3,0.1,0.9,-,0.9,0.3,-,-,0.8,1.3,0.5,1.4,1.4,18.7,70.4,0.1,0.9,0.1
51,Bastian Oczipka,Schalke,35," D(CL),M(L)",21,1876,1,5,3,-,0.6,77.1,0.6,-,7.0,2,1.1,0.8,-,1,0.2,0.2,-,1.1,1.1,-,1,1,36.8,77.1,2.4,1,-
52,Valentino Lazaro,Hertha Berlin,28," D(R),M(CLR)",31,2743,3,6,6,-,0.6,76.3,0.6,1,7.0,1.5,1.4,0.7,0.2,1.7,1,0.4,-,1.1,0.9,0.2,0.8,0.8,38.9,76.3,1.5,1.6,-
53,Nordi Mukiele,RBL,26," D(CR),M(R)",14(5),1227,1,1,3,-,0.4,72.8,2.1,-,6.99,2,1.3,1,0.4,1.8,0.2,0.2,-,0.9,1.1,-,0.7,0.7,30.5,72.8,0.4,1.5,0.1
54,Milot Rashica,Werder Bremen,27," AM(CLR),FW",19(7),1559,9,5,1,-,2.3,69.1,0.3,3,6.98,0.9,0.2,1.3,-,0.2,0.6,0.1,-,1.3,1.3,0.3,1.3,1.3,14.7,69.1,1,0.3,-
55,Michael Esser,Hannover,36, GK,32,2880,-,-,3,-,-,67.9,0.4,2,6.98,0.1,-,-,-,0.9,0.1,-,-,-,0.2,-,-,-,34.2,67.9,-,10.3,-
56,Maximilian Eggestein,Werder Bremen,27, M(CR),34,3053,5,4,4,-,1.3,80.5,1.3,2,6.98,2,0.9,1.1,0.1,1.9,0.9,0.3,-,0.4,1.2,-,1.1,1.1,45.8,80.5,0.2,1.4,0.1
57,Aarón Martín,Mainz,27," D(L),M(L)",32(1),2879,-,3,3,-,0.5,81.9,0.7,3,6.98,1.7,1.2,0.9,0.1,1.8,0.5,0.3,-,1.4,0.8,0.2,0.7,0.7,36.2,81.9,1.6,1.8,-
58,Josuha Guilavogui,Wolfsburg,33," D(C),M(C)",18(1),1572,2,1,5,-,0.4,81.6,1.5,1,6.97,1.6,2.3,1.3,0.1,2.9,0.6,0.4,-,0.4,0.4,-,0.4,0.4,42.1,81.6,0.1,2.7,0.1
59,Leon Goretzka,Bayern,29, M(CR),23(7),2021,8,4,3,-,1.8,87.5,1.3,1,6.96,1.4,0.9,0.9,-,0.5,0.8,0.1,1,0.5,0.7,-,0.6,0.6,38.4,87.5,-,1.2,-
60,Niklas Süle,Bayern,28, D(CR),29(2),2652,2,-,3,-,0.6,92.9,2.6,-,6.96,0.9,1.3,0.5,0.4,2.6,0.2,0.4,-,0.1,0.2,-,0.2,0.2,82.6,92.9,-,5.3,-
61,Julian Baumgartlinger,Leverkusen,36, DMC,16(5),1557,-,1,2,-,0.5,89.6,1.5,-,6.96,2.5,1.2,0.9,-,1,1.2,0.3,-,0.7,0.9,-,0.7,0.7,65.3,89.6,-,3.5,-
62,Maximilian Mittelstädt,Hertha Berlin,27," D(L),M(CL)",20(5),1802,1,1,2,1,0.9,73.2,1.7,1,6.96,2.4,1.8,0.6,-,2.1,1,0.2,-,1,0.9,-,1,1,29.6,73.2,0.6,2.3,-
63,Admir Mehmedi,Wolfsburg,33," M(CLR),FW",20(6),1700,6,5,1,-,1.4,76.4,1.1,1,6.96,1.8,0.5,1.1,-,0.2,1,-,-,0.5,1.5,0.7,1.1,1.1,26.0,76.4,0.8,1,0.1
64,Lars Bender,Leverkusen,35," D(CR),M(CR)",18(2),1367,1,4,2,-,0.8,82.9,1.9,2,6.95,2.2,1.1,1.4,-,1.2,0.9,0.2,-,0.5,1.4,0.1,0.2,0.2,41.3,82.9,0.1,1.1,-
65,Jonathan Tah,Leverkusen,28, D(C),33,2939,3,1,3,-,0.4,89.8,2.3,-,6.95,1.3,1.4,0.5,1,4.1,0.5,0.8,-,0.5,0.4,0.1,0.4,0.4,75.5,89.8,0.1,3.8,-
66,Marcel Sabitzer,RBL,30," M(CLR),FW",26(4),2356,4,3,9,-,2.1,70.4,0.7,1,6.94,1.5,1.1,0.9,-,1,0.9,0.1,1,0.5,1,0.2,1.5,1.5,36.9,70.4,0.4,1.3,-
67,Lars Stindl,Borussia M.Gladbach,35," M(CLR),FW",19(2),1513,3,1,3,-,1.6,82.7,0.9,1,6.93,1,0.6,0.9,-,0.6,0.6,0.1,-,0.8,1.4,0.3,0.7,0.7,35.6,82.7,0.1,1.5,0.2
68,Jean-Philippe Mateta,Mainz,26, FW,29(5),2495,14,2,2,-,2.9,71.2,3.2,3,6.93,0.4,0.1,0.9,-,0.6,0.3,0.1,-,1,0.9,1.1,1.8,1.8,13.2,71.2,0.1,0.3,-
69,Péter Gulácsi,RBL,33, GK,33,2926,-,-,-,-,-,58.9,0.2,1,6.93,-,-,-,-,0.5,-,-,-,-,0.1,-,-,-,27.2,58.9,-,7.9,-
70,Jonathan Schmid,Augsburg,33," D(R),M(CLR)",28,2520,3,7,1,-,0.6,81.1,1,2,6.93,1.6,1.5,0.8,0.1,2.1,0.4,0.3,1,0.6,0.8,0.1,0.7,0.7,35.8,81.1,1.4,1.6,-
71,Paco Alcácer,Borussia Dortmund,30," AM(R),FW",11(15),1205,18,-,-,-,2,75.2,0.5,2,6.93,0.1,0.2,0.2,-,0.3,0.2,-,-,0.2,0.3,0.3,0.5,0.5,10.8,75.2,-,0.1,0.1
72,Dan-Axel Zagadou,Borussia Dortmund,24, D(CL),15(2),1267,2,-,4,-,0.6,87.8,2.9,-,6.92,0.8,1.5,0.8,0.6,4.1,0.1,0.6,-,0.8,0.2,-,0.2,0.2,61.3,87.8,-,3.2,-
73,Diego Demme,RBL,32, DMC,24(2),2061,-,2,4,-,0.4,81.5,1.1,-,6.92,2.9,1,1.4,-,0.5,1.3,0.1,-,0.3,2,-,0.7,0.7,56.4,81.5,0.4,3,0.1
74,Pavel Kaderábek,Hoffenheim,32," D(R),M(LR)",28(1),2509,3,4,7,-,1,76.3,1.8,1,6.92,1,1.2,1.2,0.1,2.1,0.4,0.3,-,0.3,0.6,-,0.4,0.4,37.9,76.3,1.1,1.4,-
75,Niklas Stark,Hertha Berlin,29," D(C),DMC",22,1871,1,-,5,-,0.5,83.9,2.6,-,6.92,1.5,1.7,0.9,0.4,6,0.7,1.2,1,-,1,-,0.1,0.1,46.5,83.9,-,2.5,-
76,Nuri Sahin,Werder Bremen,35, M(C),19(1),1487,1,1,5,-,0.6,86.3,1.4,1,6.91,3,1.9,1.4,0.2,2,1.8,0.2,-,0.5,0.5,-,0.7,0.7,54.2,86.3,0.3,2,-
77,Nico Elvedi,Borussia M.Gladbach,27, D(CLR),30,2626,2,1,1,-,0.5,92.7,2.7,2,6.91,1.4,1.6,0.6,0.8,4.3,0.3,0.4,-,0.3,0.5,-,0.1,0.1,68.9,92.7,-,3,-
78,Wendell,Leverkusen,30," D(CL),M(L)",25(3),2278,2,2,5,-,0.4,85.7,1.5,1,6.9,2.7,1,1.3,0.3,2,0.8,0.5,-,0.3,0.5,-,0.2,0.2,58.9,85.7,0.3,2.4,-
79,Jean-Paul Boëtius,Mainz,30," AM(CL),FW",25(5),2130,4,7,8,-,1.5,77.1,0.8,1,6.9,1.7,1.2,1.7,-,0.3,0.9,0.1,-,1.1,1.6,0.1,1.3,1.3,27.9,77.1,0.1,1.6,0.2
80,Leon Bailey,Leverkusen,26," M(CLR),FW",21(8),1921,5,1,4,-,1.9,74.4,0.4,-,6.9,0.5,0.5,0.6,-,0.3,0.5,-,-,1.8,1.2,0.2,1.5,1.5,26.2,74.4,1.3,0.8,-
81,Nico Schulz,Hoffenheim,31," D(L),M(L)",29(1),2542,1,5,6,-,1,78.0,0.3,1,6.9,1.1,0.8,1,-,1,0.7,0.1,-,1.7,0.7,0.3,0.7,0.7,39.5,78.0,1.1,1.6,-
82,Karim Bellarabi,Leverkusen,34," M(CLR),FW",14(5),1061,5,4,4,1,2.2,74.8,0.1,1,6.9,0.7,0.5,0.8,-,0.3,0.8,-,-,1.1,0.7,0.2,1.5,1.5,22.1,74.8,0.6,0.6,0.1
83,Ante Rebic,Eintracht Frankfurt,30," AM(CLR),FW",23(5),1985,9,4,3,1,2.2,56.9,1.3,1,6.89,0.8,0.3,1.7,-,0.1,0.3,-,-,1.7,0.8,0.6,2.7,2.7,17.7,56.9,0.3,0.1,0.1
84,Janik Haberer,Freiburg,30," M(CLR),FW",26(1),2343,1,3,4,1,1,79.2,2,1,6.89,2.6,1.3,1.7,-,1.8,1.7,0.1,-,0.9,1.7,0.1,1.5,1.5,38.7,79.2,0.2,2.3,-
85,Davy Klaassen,Werder Bremen,31, M(CL),33,2823,5,4,5,-,1,74.5,0.9,2,6.89,1.9,1.4,1.4,0.1,1.2,1.1,0.3,-,0.5,0.7,-,0.5,0.5,36.0,74.5,0.3,1.4,-
86,Rani Khedira,Augsburg,30," D(C),DMC",30,2627,4,1,6,-,0.5,81.9,2.1,-,6.89,1.9,2.7,1.5,0.2,3.1,0.6,0.7,-,0.1,0.8,-,0.3,0.3,41.8,81.9,0.1,2.4,-
87,Abdou Diallo,Borussia Dortmund,28, D(CL),27(1),2381,1,1,1,1,0.4,89.0,1.8,1,6.88,1.3,0.9,0.8,0.5,3.1,0.1,0.5,-,1.4,0.4,-,0.6,0.6,64.9,89.0,0.3,4.6,-
88,Javi Martínez,Bayern,35," D(C),M(C)",16(5),1313,3,-,3,-,0.9,87.8,2.5,1,6.88,1.2,1.5,0.6,0.3,0.6,0.5,0.2,-,0.2,0.6,-,0.1,0.1,43.0,87.8,-,1.9,-
89,Yann Sommer,Borussia M.Gladbach,35, GK,34,3060,-,-,1,-,-,77.4,0.4,2,6.88,0.1,-,-,-,0.5,-,-,-,0.1,0.1,-,-,-,41.5,77.4,-,7.3,-
90,André Hahn,Augsburg,33," AM(CLR),FW",21(7),2050,4,4,7,-,1.3,57.8,2,1,6.87,2.3,1,2.4,-,1,1.1,0.1,-,0.6,0.7,0.8,1,1,16.3,57.8,0.7,0.7,-
91,Sven Bender,Leverkusen,35," D(C),M(C)",25(2),1995,-,-,3,-,0.5,90.8,2.9,-,6.87,1.5,1.9,0.8,0.4,3.5,0.4,0.5,1,0.2,0.4,0.1,0.1,0.1,61.8,90.8,-,3,-
92,Jérôme Boateng,Bayern,35, D(CR),19(1),1694,-,2,1,-,0.7,89.0,1.5,-,6.87,1.1,1.3,0.8,0.7,2.5,0.6,0.2,-,0.1,0.5,-,-,-,79.8,89.0,0.1,7.1,0.2
93,Martin Hinteregger,Augsburg,31, D(C),18,1576,2,-,-,-,0.9,75.5,3,1,6.87,2.7,1.2,0.9,0.6,3.6,0.6,0.7,-,0.1,0.8,0.1,0.2,0.2,47.1,75.5,0.1,3.7,0.1
94,Stefan Bell,Mainz,32, D(CR),25,2250,-,-,7,-,0.7,79.8,3.7,1,6.87,1.2,2.2,1.6,0.6,4.8,0.8,0.4,-,0.6,0.6,0.2,0.4,0.4,48.0,79.8,0.1,5,-
95,Makoto Hasebe,Eintracht Frankfurt,40," D(CR),M(CR)",28,2520,-,-,4,-,0.1,85.0,1.1,-,6.87,1.9,1.4,0.6,1,3.5,0.6,0.8,-,0.2,1.1,-,0.2,0.2,52.0,85.0,-,5.3,-
96,Christian Pulisic,Borussia Dortmund,25," M(CLR),FW",9(11),924,4,4,2,-,1.4,79.5,0.8,1,6.86,0.5,0.3,0.5,-,0.5,0.2,0.1,-,2.1,1.3,0.4,2.2,2.2,24.2,79.5,0.4,0.1,0.1
97,Robin Knoche,Wolfsburg,31, D(C),31,2790,3,-,-,-,0.5,85.9,2.6,1,6.86,0.8,1.4,0.4,0.5,4.3,0.4,0.9,-,0.3,0.5,-,0.2,0.2,65.7,85.9,-,6.3,-
98,Alfred Finnbogason,Augsburg,35, FW,17(1),1346,10,1,2,-,2.2,68.1,1.3,3,6.85,0.4,0.2,1.9,-,0.6,0.4,0.1,-,0.7,0.5,1.2,1.3,1.3,17.6,68.1,0.1,0.5,0.1
99,Danny da Costa,Eintracht Frankfurt,30," D(R),M(R)",34,3035,2,4,1,-,0.6,62.9,1.6,1,6.85,1.8,0.9,1,0.1,1.6,0.7,0.3,-,0.8,0.6,0.4,0.7,0.7,26.9,62.9,0.6,1.2,-
100,Ewerton,Nuernberg,35, D(C),15(3),1342,-,-,2,-,0.4,84.1,3.2,-,6.85,1.3,1.4,0.9,0.3,5.9,0.3,0.9,1,0.6,0.1,0.1,0.2,0.2,33.4,84.1,-,2.2,-
101,Matthias Zimmermann,Fortuna Duesseldorf,31," D(R),DMC,M(R)",34,3050,1,3,4,-,0.4,78.5,1.1,-,6.84,2.9,2,1.5,0.1,2.3,1.3,0.5,-,0.6,0.9,-,0.4,0.4,37.7,78.5,0.4,2,-
102,Kevin Trapp,Eintracht Frankfurt,33, GK,33,2938,-,-,2,-,-,63.6,0.5,1,6.84,-,-,-,-,0.9,0.1,-,-,-,0.2,-,-,-,33.3,63.6,-,11.3,-
103,Salomon Kalou,Hertha Berlin,38," AM(CLR),FW",27(3),2327,8,2,-,-,1.6,73.5,1.4,1,6.83,0.7,0.2,1,-,0.7,0.6,-,-,1.8,0.8,0.5,2,2,22.7,73.5,0.2,0.7,0.2
104,Koen Casteels,Wolfsburg,31, GK,26,2296,-,-,-,-,-,76.9,0.4,-,6.83,-,-,-,-,0.9,-,-,-,-,0.1,-,-,-,39.7,76.9,-,9.6,-
105,Weston McKennie,Schalke,25," D(C),M(CLR)",19(5),1746,1,4,6,-,1,72.0,3.6,2,6.82,1.2,1.5,1.4,-,1.8,1,0.4,-,0.7,0.7,0.1,1,1,25.8,72.0,0.1,1.3,-
106,Stefan Posch,Hoffenheim,26, D(CR),16(1),1404,-,-,5,-,0.3,88.0,2.4,-,6.82,2.6,1.2,1.8,0.5,3.2,0.6,0.6,-,0.1,0.6,-,0.2,0.2,58.1,88.0,0.1,2.5,-
107,Dodi Lukébakio,Fortuna Duesseldorf,26," AM(CLR),FW",22(9),1978,10,3,6,-,1.8,75.8,0.7,2,6.82,0.8,0.3,0.9,-,0.6,0.2,-,-,1.6,1.6,0.5,1.5,1.5,17.6,75.8,0.3,0.9,-
108,Kaan Ayhan,Fortuna Duesseldorf,29," D(CR),DMC",28,2451,4,1,10,-,0.8,88.1,1.6,2,6.81,1.9,2.1,0.9,0.3,4.1,0.9,0.6,-,0.4,0.6,0.1,0.2,0.2,50.8,88.1,0.1,5.4,0.1
109,Karim Onisiwo,Mainz,32," AM(CLR),FW",11(15),1153,7,3,2,-,1.5,62.6,1.7,2,6.81,0.9,0.3,0.8,-,0.3,0.3,0.1,-,0.6,1.3,0.1,0.7,0.7,8.8,62.6,0.2,-,-
