,Name,Team,Age,Position,Apps,Mins,Goals,Assists,Yellow,Red,SpG,PS,Aerialswon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb_def,Blocks,OwnG,Drb_off,Fouled,Off,Disp,UnsTch,AvgP,PSp,Crosses,LonB,ThrB,Pts
391,Ciro Immobile,Lazio,34,FW,36,2858,15,6,6,0,3.4,77.4,0.5,3,6.96,0.3,0.0,0.7,0.0,0.2,0.1,0.0,0,0.9,1.1,1.1,1.0,1.0,25.3,77.4,0.1,0.6,0.1,0.5753424657534246
392,Felipe Caicedo,Lazio,35,FW,28,1378,8,2,4,0,1.5,75.6,0.9,1,6.68,0.6,0.2,1.0,0.0,0.2,0.3,0.1,0,0.6,0.9,0.3,0.8,0.8,12.6,75.6,0.0,0.2,0.1,0.5753424657534246
393,Federico Santander,Bologna,32,FW,32,2063,8,3,5,0,2.4,60.8,5.1,5,6.92,0.6,0.3,1.6,0.0,0.9,0.7,0.1,0,0.1,1.2,0.5,0.8,0.8,16.7,60.8,0.1,0.2,0.0,0.3698630136986301
394,Fabio Quagliarella,Sampdoria,41,FW,37,3211,26,8,1,0,3.8,69.1,0.7,6,7.11,0.4,0.2,0.9,0.0,0.5,0.4,0.0,0,0.5,1.6,1.0,1.4,1.4,23.1,69.1,0.2,0.6,0.0,0.4931506849315068
395,Mauro Icardi,Inter,31,FW,29,2270,11,4,0,0,2.5,71.1,1.6,2,6.84,0.3,0.1,0.7,0.0,0.7,0.2,0.0,0,0.3,0.6,0.7,0.7,0.7,14.1,71.1,0.2,0.4,0.0,0.7123287671232876
396,Lautaro Martínez,Inter,26,FW,27,1337,6,2,4,0,2.4,70.8,1.3,0,6.64,0.2,0.1,1.0,0.0,0.3,0.1,0.0,0,0.5,1.6,0.1,1.1,1.1,8.9,70.8,0.1,0.4,0.1,0.7123287671232876
397,Andrea Petagna,SPAL 2013,28,FW,36,3043,16,1,8,0,2.5,79.6,1.1,1,6.81,0.4,0.1,1.2,0.0,0.4,0.2,0.2,0,0.8,1.3,0.2,2.4,2.4,20.2,79.6,0.3,1.3,0.0,0.3424657534246575
398,Sergio Floccari,SPAL 2013,42,FW,20,975,3,1,3,0,1.2,79.1,1.2,1,6.49,0.7,0.1,0.7,0.0,0.2,0.3,0.1,0,0.4,1.0,0.2,1.1,1.1,11.5,79.1,0.1,0.3,0.0,0.3424657534246575
399,Alberto Paloschi,SPAL 2013,34,FW,23,852,2,0,3,0,0.4,76.1,0.3,0,6.15,0.6,0.0,0.7,0.0,0.0,0.0,0.0,0,0.0,0.4,0.3,0.7,0.7,6.9,76.1,0.0,0.0,0.0,0.3424657534246575
400,Roberto Inglese,Parma Calcio 1913,32,FW,25,1968,9,1,3,0,1.9,67.5,2.4,1,6.78,0.8,0.3,2.2,0.0,1.1,0.5,0.1,0,0.8,1.3,1.2,2.2,2.2,15.3,67.5,0.1,0.2,0.0,0.3287671232876712
401,Fabio Ceravolo,Parma Calcio 1913,37,FW,25,1183,2,0,1,0,0.8,72.7,0.9,0,6.18,0.2,0.1,0.9,0.0,0.8,0.4,0.0,0,0.6,0.8,1.2,1.3,1.3,10.4,72.7,0.0,0.1,0.0,0.3287671232876712
402,Alessandro Matri,Sassuolo,39,FW,19,596,2,0,3,0,0.8,76.7,0.4,0,6.23,0.1,0.2,0.3,0.1,0.4,0.2,0.1,0,0.2,0.3,0.5,0.7,0.7,7.9,76.7,0.0,0.1,0.0,0.3561643835616438
403,Francesco Caputo,Empoli,36,FW,38,3420,16,3,3,0,2.5,77.2,0.7,1,6.71,0.3,0.1,0.7,0.0,0.3,0.2,0.0,0,0.3,0.9,0.8,1.3,1.3,22.4,77.2,0.0,0.6,0.0,0.2876712328767123
404,Antonino La Gumina,Empoli,28,FW,22,1091,2,2,1,0,1.2,78.9,0.8,2,6.43,0.2,0.3,0.8,0.0,0.2,0.2,0.1,0,0.8,1.0,0.9,0.7,0.7,6.5,78.9,0.0,0.0,0.0,0.2876712328767123
405,Riccardo Meggiorini,Chievo,38,FW,24,1550,3,1,6,0,1.4,64.7,4.0,1,6.65,0.8,0.3,1.4,0.0,1.1,0.4,0.1,0,0.3,2.3,0.5,0.9,0.9,17.0,64.7,0.1,0.3,0.0,0.0
406,Sergio Pellissier,Chievo,45,FW,19,954,4,1,1,0,1.4,74.6,1.4,0,6.41,0.2,0.1,0.5,0.0,0.3,0.1,0.1,0,0.3,1.3,0.7,0.9,0.9,9.7,74.6,0.1,0.3,0.0,0.0
407,Mariusz Stepinski,Chievo,28,FW,35,2476,6,2,5,0,1.7,75.3,1.5,0,6.35,0.5,0.1,1.7,0.0,0.6,0.5,0.1,0,0.3,1.6,0.7,1.8,1.8,15.5,75.3,0.1,0.2,0.0,0.0
408,Andrea Pinamonti,Frosinone,24,FW,27,1622,5,3,2,0,2.2,72.8,2.3,1,6.57,0.5,0.2,1.1,0.0,0.6,0.6,0.1,0,0.6,1.1,0.3,1.1,1.1,14.7,72.8,0.1,0.4,0.0,0.1095890410958904
409,Daniel Ciofani,Frosinone,38,FW,32,1631,5,2,1,0,1.7,66.8,3.3,0,6.5,0.3,0.1,0.8,0.0,0.3,0.1,0.0,0,0.1,0.6,0.2,0.5,0.5,10.6,66.8,0.0,0.2,0.0,0.1095890410958904
410,Gonzalo Higuaín,Juventus,36,FW,32,1868,8,4,2,0,2.3,82.4,0.3,1,6.84,0.4,0.2,0.6,0.0,0.4,0.8,0.0,0,0.7,0.5,0.4,0.6,0.6,19.7,82.4,0.1,1.3,0.1,1.0
411,Duván Zapata,Atalanta,33,FW,28,2038,18,6,1,0,3.2,79.6,1.9,4,7.41,0.3,0.1,1.3,0.0,0.3,0.2,0.3,0,0.8,1.6,0.4,2.2,2.2,19.6,79.6,0.3,0.4,0.0,0.9206349206349206
412,Ciro Immobile,Lazio,34,FW,37,3176,36,9,8,0,3.8,77.0,0.6,10,7.57,0.2,0.3,1.0,0.0,0.2,0.6,0.1,0,0.6,1.0,0.6,0.8,0.8,23.9,77.0,0.0,0.9,0.1,0.9206349206349206
413,Felipe Caicedo,Lazio,35,FW,30,1413,9,2,7,0,1.0,77.2,1.0,0,6.68,0.6,0.1,0.9,0.0,0.1,0.3,0.0,0,0.4,0.7,0.3,0.7,0.7,13.5,77.2,0.0,0.2,0.0,0.9206349206349206
414,Zlatan Ibrahimovic,AC Milan,42,FW,18,1365,10,5,1,0,3.7,70.9,4.4,4,7.51,0.3,0.3,1.7,0.0,1.2,0.7,0.2,0,0.7,0.9,1.1,0.9,0.9,32.8,70.9,0.2,1.1,0.1,0.7301587301587301
415,Krzysztof Piatek,AC Milan,28,FW,18,1190,4,0,1,0,2.7,77.0,2.1,1,6.5,0.5,0.2,1.3,0.0,0.6,0.4,0.1,0,0.3,1.5,0.3,1.4,1.4,12.3,77.0,0.1,0.2,0.0,0.7301587301587301
416,Edin Dzeko,Roma,38,FW,35,2884,16,7,4,0,3.5,69.9,3.7,5,7.48,0.5,0.2,1.1,0.0,0.9,0.3,0.1,0,1.0,1.4,0.5,1.1,1.1,22.0,69.9,0.1,1.5,0.1,0.7936507936507936
417,Francesco Caputo,Sassuolo,36,FW,36,2937,21,7,3,0,2.0,79.3,0.5,5,7.08,0.2,0.0,0.7,0.0,0.2,0.2,0.0,0,0.6,1.3,0.6,1.2,1.2,21.7,79.3,0.1,0.4,0.1,0.49206349206349204
418,Lautaro Martínez,Inter,26,FW,35,2467,14,3,8,1,3.6,63.0,1.0,2,6.99,0.6,0.4,1.5,0.0,0.3,0.9,0.1,0,1.1,2.1,0.6,1.3,1.3,13.7,63.0,0.0,0.6,0.0,0.9841269841269841
419,Federico Santander,Bologna,32,FW,24,756,1,0,6,0,1.0,66.8,2.4,0,6.33,0.5,0.3,1.0,0.0,0.5,0.1,0.0,0,0.2,0.8,0.3,0.4,0.4,10.9,66.8,0.0,0.2,0.0,0.42857142857142855
420,Stefano Okaka,Udinese,34,FW,33,2423,8,2,10,0,1.7,76.7,2.3,1,6.72,0.6,0.2,2.1,0.0,0.8,0.6,0.1,0,1.3,2.0,0.6,2.1,2.1,18.1,76.7,0.0,0.5,0.1,0.3968253968253968
421,Ilija Nestorovski,Udinese,34,FW,28,1249,3,1,4,0,1.3,73.1,1.0,0,6.37,0.4,0.1,1.3,0.0,0.4,0.5,0.1,0,0.2,1.0,0.3,0.5,0.5,13.4,73.1,0.0,0.5,0.0,0.3968253968253968
422,Andrea Belotti,Torino,30,FW,36,3011,16,3,4,0,2.9,68.8,3.2,6,7.12,0.8,0.1,1.8,0.0,0.5,0.7,0.1,1,1.3,2.9,0.6,1.7,1.7,19.7,68.8,0.2,0.6,0.0,0.31746031746031744
423,Simone Zaza,Torino,32,FW,24,1639,6,1,7,0,2.0,65.0,2.8,1,6.66,0.6,0.4,2.4,0.0,0.5,0.3,0.0,0,0.4,1.4,0.4,1.1,1.1,13.1,65.0,0.0,0.5,0.0,0.31746031746031744
424,Andreas Cornelius,Parma Calcio 1913,31,FW,26,1492,12,3,1,0,1.8,66.7,4.0,4,7.03,0.3,0.1,1.6,0.0,1.0,0.3,0.0,0,0.5,1.2,0.1,1.4,1.4,15.7,66.7,0.1,0.4,0.0,0.4603174603174603
425,Gianluca Lapadula,Lecce,34,FW,25,1787,11,0,8,1,2.4,76.3,2.2,2,6.83,0.6,0.0,1.7,0.0,0.6,0.4,0.0,0,0.7,2.3,1.0,1.4,1.4,12.6,76.3,0.0,0.3,0.0,0.23809523809523808
426,Patrick Cutrone,Fiorentina,26,FW,19,842,4,1,1,0,1.1,72.0,0.7,0,6.48,0.2,0.1,0.4,0.0,0.3,0.7,0.1,0,0.3,0.5,0.6,0.5,0.5,8.5,72.0,0.1,0.1,0.1,0.4603174603174603
427,Dusan Vlahovic,Fiorentina,24,FW,30,1494,6,0,4,1,2.2,67.3,1.4,0,6.45,0.2,0.2,0.6,0.0,0.2,0.3,0.1,0,0.9,1.6,0.3,1.5,1.5,10.3,67.3,0.0,0.2,0.0,0.4603174603174603
428,Samuel Di Carmine,Verona,35,FW,22,1303,8,0,3,0,1.5,70.3,1.4,1,6.52,0.1,0.0,1.5,0.0,0.4,0.4,0.0,0,0.1,1.2,0.8,0.6,0.6,10.7,70.3,0.0,0.0,0.0,0.4603174603174603
429,Mariusz Stepinski,Verona,28,FW,21,698,3,1,3,1,0.8,66.0,0.8,0,6.13,0.2,0.0,1.1,0.0,0.3,0.0,0.0,0,0.1,1.0,0.4,0.9,0.9,7.7,66.0,0.0,0.0,0.0,0.4603174603174603
430,Ernesto Torregrossa,Brescia,31,FW,25,1852,7,3,8,0,2.5,65.4,2.6,1,6.77,0.7,0.2,2.0,0.0,0.9,0.6,0.1,0,1.2,3.3,0.6,1.7,1.7,19.0,65.4,0.0,0.9,0.1,0.07936507936507936
431,Mario Balotelli,Brescia,33,FW,19,1409,5,0,6,1,3.8,66.0,1.9,1,6.71,0.1,0.4,1.7,0.1,1.2,0.1,0.1,0,0.5,2.7,0.4,0.5,0.5,18.3,66.0,0.1,1.6,0.0,0.07936507936507936
432,Alfredo Donnarumma,Brescia,33,FW,31,1687,7,2,1,0,1.4,68.6,0.5,0,6.38,0.5,0.2,0.6,0.0,0.0,0.4,0.0,0,0.4,1.1,0.4,0.9,0.9,13.7,68.6,0.1,0.3,0.0,0.07936507936507936
433,Florian Ayé,Brescia,27,FW,22,1382,0,0,2,1,1.0,67.6,2.0,0,6.32,0.8,0.2,0.9,0.0,0.8,0.3,0.1,0,0.6,1.0,0.2,1.2,1.2,13.6,67.6,0.1,0.2,0.0,0.07936507936507936
434,Fabio Quagliarella,Sampdoria,41,FW,28,2284,11,3,2,0,3.6,67.2,1.2,2,6.83,0.3,0.3,0.7,0.0,0.5,1.0,0.0,0,0.5,1.1,0.8,0.9,0.9,18.5,67.2,0.2,0.8,0.1,0.3492063492063492
435,Andrea Petagna,SPAL 2013,28,FW,36,3034,12,1,5,0,3.1,75.6,2.3,2,6.78,0.3,0.0,1.5,0.0,0.8,0.4,0.1,0,1.5,2.0,0.4,2.1,2.1,23.5,75.6,0.1,1.4,0.1,0.0
436,Sergio Floccari,SPAL 2013,42,FW,24,932,1,0,3,0,0.8,81.7,1.3,0,6.25,0.3,0.2,0.9,0.0,0.0,0.5,0.0,0,0.7,0.8,0.4,0.9,0.9,10.0,81.7,0.2,0.1,0.0,0.0
437,Antonio Sanabria,Genoa,28,FW,24,1392,6,2,3,0,1.7,76.9,1.5,2,6.72,0.6,0.2,1.0,0.0,0.5,0.5,0.0,0,0.9,1.1,0.2,0.7,0.7,14.8,76.9,0.0,0.7,0.0,0.30158730158730157
438,Andrea Pinamonti,Genoa,24,FW,32,2242,5,1,1,0,1.6,71.5,2.1,0,6.56,0.6,0.3,1.2,0.0,0.8,0.6,0.1,0,0.6,1.6,0.5,1.6,1.6,18.0,71.5,0.1,0.4,0.0,0.30158730158730157
439,Andrea Favilli,Genoa,26,FW,20,653,0,0,4,0,0.7,69.6,1.6,0,6.25,0.4,0.0,1.4,0.0,0.4,0.4,0.1,0,0.5,0.9,0.2,0.7,0.7,9.6,69.6,0.0,0.3,0.0,0.30158730158730157
440,Zlatan Ibrahimovic,AC Milan,42,FW,19,1498,15,2,2,1,4.3,72.0,4.5,8,7.57,0.3,0.3,1.7,0.1,1.4,0.2,0.2,0,0.6,1.3,2.1,0.6,0.6,27.5,72.0,0.1,0.6,0.1,0.8309859154929577
441,Victor Osimhen,Napoli,25,FW,24,1576,10,3,4,0,2.8,71.5,1.9,2,7.09,0.9,0.3,1.4,0.0,0.4,0.5,0.0,0,0.5,1.5,0.8,0.7,0.7,9.8,71.5,0.1,0.2,0.0,0.8028169014084507
442,Andrea Petagna,Napoli,28,FW,26,956,4,3,0,0,0.9,80.4,1.1,0,6.55,0.1,0.0,0.7,0.0,0.3,0.2,0.0,0,0.3,0.7,0.3,0.5,0.5,8.8,80.4,0.0,0.3,0.0,0.8028169014084507
443,Lautaro Martínez,Inter,26,FW,38,2576,17,6,5,0,2.9,68.4,0.7,5,7.17,0.7,0.7,1.7,0.0,0.3,0.4,0.0,0,0.9,1.6,0.3,0.9,0.9,14.5,68.4,0.1,0.6,0.0,1.0
444,Francesco Caputo,Sassuolo,36,FW,25,1702,11,5,1,0,1.7,77.7,0.4,1,6.77,0.0,0.0,0.6,0.0,0.1,0.1,0.0,0,0.2,1.3,0.8,0.5,0.5,16.3,77.7,0.0,0.2,0.0,0.5915492957746479
445,Stefano Okaka,Udinese,34,FW,22,1493,4,1,2,0,1.1,79.3,2.0,0,6.56,0.5,0.1,1.7,0.0,0.9,0.4,0.0,0,0.8,1.6,0.6,1.0,1.0,13.6,79.3,0.0,0.1,0.0,0.28169014084507044
446,Ilija Nestorovski,Udinese,34,FW,22,690,2,1,1,0,1.1,71.3,0.6,1,6.32,0.3,0.0,0.7,0.0,0.3,0.5,0.0,0,0.1,0.7,0.2,0.4,0.4,8.1,71.3,0.1,0.2,0.0,0.28169014084507044
447,Edin Dzeko,Roma,38,FW,27,1828,7,3,2,0,2.6,68.8,3.1,3,6.91,0.3,0.0,0.9,0.0,0.4,0.2,0.1,0,1.0,1.4,0.4,1.1,1.1,18.0,68.8,0.1,0.7,0.0,0.5915492957746479
448,Ciro Immobile,Lazio,34,FW,35,2866,20,6,3,1,3.4,74.0,0.8,6,7.15,0.4,0.2,1.1,0.0,0.2,0.4,0.0,0,0.8,1.3,0.9,1.0,1.0,24.7,74.0,0.1,0.6,0.1,0.676056338028169
449,Felipe Caicedo,Lazio,35,FW,25,922,8,0,5,0,1.2,71.3,1.1,0,6.55,0.4,0.2,1.0,0.0,0.1,0.3,0.0,0,0.4,0.7,0.3,0.2,0.2,10.3,71.3,0.0,0.2,0.0,0.676056338028169
450,Vedat Muriqi,Lazio,30,FW,27,818,1,0,1,0,1.1,69.0,2.1,0,6.26,0.1,0.1,0.5,0.0,0.7,0.3,0.1,0,0.1,0.7,0.6,0.6,0.6,9.2,69.0,0.0,0.2,0.0,0.676056338028169
451,Duván Zapata,Atalanta,33,FW,37,2400,15,9,0,0,2.7,79.5,1.3,1,7.05,0.3,0.2,0.8,0.0,0.5,0.2,0.1,0,0.9,1.3,0.6,1.8,1.8,20.6,79.5,0.2,0.3,0.0,0.8169014084507042
452,Andrea Belotti,Torino,30,FW,35,2895,13,6,4,0,3.1,69.5,2.4,3,7.23,0.9,0.3,1.7,0.0,0.5,0.7,0.1,0,1.3,3.9,0.6,1.2,1.2,19.6,69.5,0.1,0.7,0.2,0.23943661971830985
453,Simone Zaza,Torino,32,FW,29,1485,6,0,4,0,2.0,72.8,1.6,0,6.41,0.5,0.1,1.2,0.0,0.2,0.5,0.0,0,0.2,1.1,0.5,0.7,0.7,10.8,72.8,0.1,0.3,0.0,0.23943661971830985
454,Simy,Crotone,31,FW,38,2945,20,2,1,0,1.7,77.1,1.7,1,6.73,0.2,0.2,1.3,0.0,1.3,0.5,0.1,0,0.9,1.2,0.6,1.9,1.9,18.2,77.1,0.0,0.3,0.0,0.04225352112676056
455,Emmanuel Rivière,Crotone,34,FW,21,632,1,1,2,0,0.6,73.5,0.7,0,6.21,0.1,0.0,0.5,0.0,0.0,0.1,0.0,0,0.2,0.9,0.0,0.4,0.4,7.0,73.5,0.0,0.1,0.0,0.04225352112676056
456,Leonardo Pavoletti,Cagliari,35,FW,33,1581,4,3,8,0,1.3,69.2,3.5,0,6.54,0.2,0.1,1.3,0.0,0.9,0.6,0.1,0,0.1,0.9,0.3,0.4,0.4,12.3,69.2,0.0,0.2,0.0,0.23943661971830985
457,Alberto Cerri,Cagliari,28,FW,24,359,1,0,1,0,0.7,61.5,1.4,0,6.22,0.1,0.1,0.8,0.0,0.3,0.2,0.1,0,0.3,0.6,0.0,0.5,0.5,6.0,61.5,0.0,0.2,0.0,0.23943661971830985
458,Gianluca Scamacca,Genoa,25,FW,26,1349,8,2,1,0,1.8,66.1,1.6,3,6.7,0.7,0.3,1.2,0.0,0.5,0.5,0.2,1,0.6,0.7,0.4,1.0,1.0,13.0,66.1,0.1,0.8,0.0,0.30985915492957744
459,Mattia Destro,Genoa,33,FW,29,1617,11,1,5,0,1.3,69.1,1.2,4,6.68,0.2,0.1,1.3,0.0,0.3,0.2,0.0,0,0.8,1.3,0.8,0.7,0.7,9.3,69.1,0.0,0.2,0.0,0.30985915492957744
460,Andreas Cornelius,Parma Calcio 1913,31,FW,29,1903,1,4,4,0,1.0,68.2,5.2,1,6.64,0.4,0.0,1.2,0.0,0.9,0.3,0.1,0,0.4,1.7,0.5,1.2,1.2,20.0,68.2,0.0,0.5,0.1,0.0
461,Nikola Kalinic,Verona,36,FW,19,1074,2,0,2,0,1.3,69.5,0.9,0,6.29,0.3,0.1,1.4,0.0,0.4,0.2,0.0,0,0.3,1.8,0.5,0.7,0.7,11.9,69.5,0.0,0.2,0.0,0.352112676056338
462,Fabio Quagliarella,Sampdoria,41,FW,33,2215,13,1,1,0,2.5,71.1,1.1,1,6.71,0.4,0.2,0.8,0.0,0.3,0.5,0.0,0,0.5,1.1,0.5,1.0,1.0,15.2,71.1,0.1,0.6,0.0,0.4507042253521127
463,Dusan Vlahovic,Fiorentina,24,FW,37,2933,21,3,1,0,2.3,66.3,3.1,5,6.9,0.4,0.1,1.4,0.0,0.4,0.3,0.1,0,0.7,1.9,0.7,2.4,2.4,16.1,66.3,0.0,0.4,0.0,0.28169014084507044
464,M'Bala Nzola,Spezia,27,FW,25,1898,11,3,5,0,1.8,84.3,1.6,2,6.79,0.5,0.1,2.2,0.0,0.8,0.1,0.0,0,1.1,1.1,1.0,1.6,1.6,18.4,84.3,0.0,0.7,0.0,0.2676056338028169
465,Roberto Piccoli,Spezia,23,FW,20,701,5,0,0,0,0.8,67.7,0.9,0,6.34,0.4,0.1,0.8,0.0,0.3,0.1,0.0,0,0.3,0.7,0.2,0.6,0.6,6.7,67.7,0.0,0.0,0.0,0.2676056338028169
466,Gianluca Lapadula,Benevento,34,FW,37,2576,8,2,2,0,2.1,70.0,0.9,1,6.57,0.6,0.1,1.3,0.0,0.4,0.5,0.1,0,0.4,1.8,0.9,1.0,1.0,12.3,70.0,0.0,0.3,0.0,0.18309859154929578
467,Gianluca Scamacca,Sassuolo,25,FW,36,2155,16,0,7,0,2.2,74.0,1.4,2,6.82,0.5,0.1,1.4,0.0,0.6,0.4,0.0,0,0.6,0.6,0.3,1.4,1.4,14.9,74.0,0.0,0.5,0.0,0.3898305084745763
468,Olivier Giroud,AC Milan,37,FW,29,1905,11,3,4,0,2.2,67.6,3.2,4,6.99,0.5,0.1,1.1,0.0,0.7,0.5,0.1,0,0.1,0.8,0.4,0.4,0.4,16.3,67.6,0.0,0.2,0.0,1.0
469,Zlatan Ibrahimovic,AC Milan,42,FW,23,1009,8,3,2,0,2.2,72.5,1.9,2,6.82,0.0,0.1,0.7,0.0,0.4,0.1,0.0,1,0.2,0.4,0.8,0.4,0.4,18.0,72.5,0.1,0.2,0.0,1.0
470,Ciro Immobile,Lazio,34,FW,31,2718,27,2,4,0,3.8,78.0,0.7,2,7.31,0.3,0.1,1.2,0.0,0.5,0.5,0.0,0,0.6,1.3,0.4,1.4,1.4,27.9,78.0,0.1,0.6,0.1,0.6271186440677966
471,Tammy Abraham,Roma,26,FW,37,3099,17,4,9,0,2.6,71.0,2.1,4,7.17,0.7,0.1,1.0,0.0,0.7,0.4,0.1,0,1.0,1.3,0.5,1.1,1.1,18.3,71.0,0.1,0.4,0.1,0.6101694915254238
472,Dusan Vlahovic,Fiorentina,24,FW,21,1862,17,2,2,0,3.6,70.6,2.0,5,7.33,0.2,0.0,0.9,0.0,0.7,0.4,0.1,0,1.0,2.3,0.9,2.0,2.0,18.0,70.6,0.2,1.0,0.1,0.5932203389830508
473,Duván Zapata,Atalanta,33,FW,24,1732,10,4,3,0,3.4,76.7,1.9,2,7.06,0.3,0.1,1.2,0.0,0.2,0.2,0.0,0,1.2,1.1,0.4,1.8,1.8,21.5,76.7,0.3,0.4,0.1,0.5423728813559322
474,Lautaro Martínez,Inter,26,FW,35,2302,21,3,6,0,3.4,74.7,0.8,4,7.18,0.6,0.5,1.1,0.0,0.2,0.1,0.0,0,0.6,1.3,0.3,0.7,0.7,14.0,74.7,0.1,0.4,0.0,0.9661016949152542
475,Edin Dzeko,Inter,38,FW,36,2476,13,5,2,0,2.4,72.7,2.3,0,7.07,0.4,0.1,0.8,0.0,1.0,0.5,0.1,0,0.5,1.1,0.1,0.9,0.9,21.3,72.7,0.3,1.2,0.1,0.9661016949152542
476,Victor Osimhen,Napoli,25,FW,27,1993,14,2,5,1,3.4,70.5,1.9,4,7.22,0.4,0.1,1.4,0.0,0.6,0.1,0.1,0,1.1,1.4,0.7,1.2,1.2,12.0,70.5,0.0,0.3,0.0,0.8813559322033898
477,Andrea Petagna,Napoli,28,FW,24,574,3,1,1,0,0.5,71.1,0.8,1,6.34,0.1,0.0,0.6,0.0,0.2,0.1,0.0,0,0.4,0.6,0.1,0.6,0.6,6.6,71.1,0.0,0.1,0.0,0.8813559322033898
478,Andrea Belotti,Torino,30,FW,22,1378,8,1,1,0,2.6,70.7,2.5,2,6.71,0.3,0.1,1.2,0.0,0.4,0.4,0.2,0,0.7,2.3,0.7,1.3,1.3,16.0,70.7,0.1,0.2,0.0,0.3898305084745763
479,Antonio Sanabria,Torino,28,FW,29,1814,6,2,3,0,1.7,72.5,2.7,1,6.65,0.1,0.1,0.9,0.0,0.3,0.1,0.1,0,0.4,1.2,0.7,1.3,1.3,16.4,72.5,0.0,0.5,0.0,0.3898305084745763
480,Beto,Udinese,26,FW,28,2175,11,0,1,0,2.3,68.7,2.6,1,6.84,0.8,0.2,1.9,0.0,0.9,0.4,0.0,0,1.4,0.9,0.5,1.9,1.9,12.7,68.7,0.0,0.3,0.0,0.3389830508474576
481,Milan Djuric,Salernitana,33,FW,33,2173,5,3,6,0,1.5,60.2,7.4,3,6.97,0.0,0.1,0.7,0.0,1.0,0.1,0.0,0,0.2,1.4,0.2,0.6,0.6,20.4,60.2,0.0,0.0,0.0,0.06779661016949153
482,Simy,Salernitana,31,FW,19,842,1,1,0,0,1.1,72.7,1.0,1,6.2,0.3,0.2,0.6,0.0,0.5,0.3,0.2,0,0.4,0.7,0.5,1.2,1.2,9.6,72.7,0.0,0.2,0.0,0.06779661016949153
483,Francesco Caputo,Sampdoria,36,FW,36,2799,11,4,0,0,1.5,76.3,0.7,1,6.68,0.1,0.1,0.6,0.0,0.3,0.1,0.0,0,0.4,1.1,1.0,0.4,0.4,16.0,76.3,0.1,0.3,0.0,0.15254237288135594
484,Fabio Quagliarella,Sampdoria,41,FW,33,1661,4,3,2,0,1.8,70.9,0.5,1,6.34,0.2,0.1,0.6,0.0,0.3,0.4,0.0,0,0.3,0.8,0.5,0.8,0.8,13.3,70.9,0.2,0.9,0.0,0.15254237288135594
485,Andrea Pinamonti,Empoli,24,FW,36,2871,13,2,4,0,2.5,62.2,2.1,2,6.74,0.3,0.2,0.9,0.0,0.6,0.4,0.1,0,0.5,1.6,0.5,1.3,1.3,16.7,62.2,0.1,0.2,0.0,0.23728813559322035
486,Andrea La Mantia,Empoli,32,FW,18,478,2,1,0,0,0.9,60.6,1.5,0,6.34,0.1,0.1,0.3,0.0,0.3,0.1,0.1,0,0.0,0.3,0.2,0.4,0.4,5.8,60.6,0.0,0.1,0.0,0.23728813559322035
487,Patrick Cutrone,Empoli,26,FW,28,1402,3,0,1,0,1.8,70.4,0.3,0,6.27,0.2,0.2,0.5,0.0,0.0,0.3,0.0,0,0.3,0.6,0.7,0.6,0.6,8.0,70.4,0.1,0.3,0.0,0.23728813559322035
488,Rey Manaj,Spezia,27,FW,30,1768,5,0,9,0,1.8,74.3,2.3,0,6.47,0.6,0.1,1.8,0.0,0.4,0.7,0.0,0,0.7,2.1,0.4,2.0,2.0,14.7,74.3,0.1,0.1,0.0,0.15254237288135594
489,M'Bala Nzola,Spezia,27,FW,21,1061,2,1,2,0,1.0,79.8,1.3,0,6.32,0.1,0.0,1.4,0.0,0.6,0.2,0.0,0,0.8,0.3,0.7,1.0,1.0,11.3,79.8,0.0,0.4,0.0,0.15254237288135594
490,Janis Antiste,Spezia,21,FW,18,796,1,0,0,0,0.6,65.3,0.9,0,6.24,1.0,0.2,0.8,0.1,0.3,0.4,0.1,0,0.4,0.3,0.3,0.4,0.4,10.9,65.3,0.2,0.2,0.1,0.15254237288135594
491,Leonardo Pavoletti,Cagliari,35,FW,33,1508,5,1,9,0,1.1,64.8,3.8,1,6.48,0.3,0.1,1.4,0.0,0.4,0.2,0.2,0,0.2,0.9,0.1,0.4,0.4,14.6,64.8,0.0,0.2,0.0,0.05084745762711865
492,Mattia Destro,Genoa,33,FW,27,1754,9,1,4,0,2.0,58.1,2.3,2,6.53,0.3,0.1,1.5,0.0,0.6,0.2,0.0,0,0.4,1.1,0.7,0.9,0.9,12.4,58.1,0.0,0.2,0.0,0.01694915254237288
493,Thomas Henry,Venezia,29,FW,33,2122,9,3,4,1,1.5,61.9,2.8,1,6.57,0.3,0.1,1.5,0.0,0.8,0.2,0.2,2,0.4,2.1,0.4,1.1,1.1,12.7,61.9,0.0,0.4,0.1,0.0
494,Victor Osimhen,Napoli,25,FW,32,2583,26,4,4,0,4.2,71.0,2.1,5,7.45,0.3,0.2,1.3,0.0,0.9,0.2,0.0,0,0.8,1.2,1.0,1.5,1.5,11.6,71.0,0.1,0.3,0.0,1.0
495,Ciro Immobile,Lazio,34,FW,31,2228,12,5,3,0,2.5,75.9,0.5,4,6.87,0.4,0.0,0.7,0.0,0.4,0.1,0.1,0,0.6,0.8,0.7,0.7,0.7,19.7,75.9,0.0,0.4,0.1,0.7746478873239436
