,Name,AvgP,PSp,Crosses,LonB,ThrB
48,Richarlison,17.5,63.4,0.2,0.3,0.1
49,Philippe Coutinho,33.1,83.3,0.2,1.4,0.1
50,Jorginho,64.9,89.3,-,2.1,0.1
51,Rayan Aït-Nouri,32.8,76.7,1,1.2,-
52,Rúben Dias,78.2,93.4,-,3.4,-
53,Thomas Partey,50.2,85.6,-,3,-
54,Dwight McNeil,24.7,77.7,1.1,1.6,0.1
55,Wilfred Ndidi,48.9,80.2,-,1.5,-
56,Sergio Reguilón,29,78.4,1,0.8,-
57,Jamie Vardy,10,72.5,0.1,0.3,0.1
58,Marc Cucurella,54.3,82,0.8,1.5,-
59,Michail Antonio,17.1,67.5,0.4,0.7,0.1
60,Adama Traoré,14.9,77.9,0.5,0.5,0.1
61,Cristian Romero,58.3,86.5,-,2.5,-
62,Hakim Ziyech,27.5,81.2,0.8,1,-
63,Ben Mee,35.8,70.4,-,4.2,-
64,Aymeric Laporte,88.5,94.8,0.1,4.3,0.1
65,Aaron Wan-Bissaka,46.9,81,0.4,0.9,-
66,Matty Cash,32.1,72.4,0.5,1.4,-
67,Martin Ødegaard,43.3,86,0.5,1.2,0.2
68,Youri Tielemans,53.4,83.5,0.4,2.3,0.1
69,Ollie Watkins,19.3,70.9,-,0.2,0.1
70,Leandro Trossard,32.9,77.9,0.4,2.1,0.1
71,Scott McTominay,41.1,85.6,0.1,1.9,-
72,Alex Telles,44.5,80.3,1.4,1.1,-
73,Andreas Christensen,69.5,90,0.1,3.2,0.1
74,Nathan Collins,33.2,69.2,0.1,2.4,0.1
75,Emmanuel Dennis,17.4,68.3,0.2,0.3,0.1
76,Maximilian Kilman,50.8,85.8,-,2.8,-
77,Ruben Loftus-Cheek,40,89.7,0.1,0.6,-
78,Alisson Becker,32.7,85.5,-,4.2,-
79,Saïd Benrahma,23.8,81.1,0.3,0.5,0.1
80,Fred,48,84.1,-,2.2,0.2
81,Oriol Romeu,46.5,82,0.1,2.8,0.1
82,Hassane Kamara,37.3,70.5,0.3,1.5,0.1
83,Jordan Henderson,61.6,85.5,0.5,2.8,0.1
84,Davinson Sánchez,49,87.8,-,1.7,-
85,Josh Brownhill,32.1,77.4,0.5,1.7,-
86,Gabriel Martinelli,18.1,79.7,0.4,0.5,-
87,Diogo Dalot,40,80.2,0.6,3,-
88,Liam Cooper,56,83.1,-,2.8,-
89,Emerson Royal,36,82.4,0.6,0.5,-
90,Antonio Rüdiger,73.4,88.1,0.1,4.7,0.1
91,Kai Havertz,22.6,81.3,0.1,0.3,0.1
92,Roberto Firmino,24.3,78.8,0.1,0.5,0.1
93,Rúben Neves,58.5,84,0.3,6,0.2
94,James McArthur,43.3,83.1,0.3,1.9,-
95,Romain Saïss,57.5,80.1,-,3.5,-
96,Mohammed Salisu,51.2,77.9,0.1,2.6,-
97,Kyle Walker-Peters,34,81.3,0.2,1.3,0.1
98,Takehiro Tomiyasu,43.9,81.1,0.6,1.7,-
99,Romelu Lukaku,12.2,72.9,-,0.2,-
100,Joelinton,25.5,77.6,0.1,0.7,-
101,Nélson Semedo,36.5,77.4,0.2,0.8,-
102,Charlie Taylor,31.6,71.1,0.6,2.4,-
103,César Azpilicueta,59.4,85.7,0.2,1.7,-
104,José Sá,24,63,-,3.9,-
105,Nick Pope,25.8,44.5,-,9.2,-
106,Jan Bednarek,46.6,81.7,-,2.8,-
107,Lucas Moura,20.5,76.5,0.2,0.3,0.1
108,Pablo Fornals,36.6,78.1,0.5,1.9,0.1
109,David Raya,40,64.5,-,10.8,-
110,Joël Veltman,46.6,79.7,0.2,1.9,0.1
111,Hugo Lloris,20.6,76.7,-,4.2,-
112,Pascal Groß,38.3,82.8,2,2.1,0.1
113,Harvey Barnes,22,76.4,0.2,0.3,0.1
114,Naby Keïta,32.3,86,-,0.6,-
115,Raphaël Varane,52.3,87.8,-,3.6,-
116,Demarai Gray,18.6,81.5,1,0.8,-
117,Stuart Dallas,39.8,78.8,0.7,1.6,0.1
118,João Pedro,19.6,69.9,0.1,0.9,0.1
119,Daniel Podence,22.2,74.1,0.5,1,0.1
120,Ben White,56.6,84.6,-,2.8,0.1
121,Douglas Luiz,42.7,86.8,0.6,1.6,0.1
122,Ben Davies,54.6,85,0.2,1.6,-
123,Eric Dier,65.3,88.1,-,3.7,0.1
124,Jacob Ramsey,29.8,87,0.1,0.7,-
125,Kieran Tierney,41.1,82.5,0.7,2,-
126,Marc Guéhi,65.2,87.4,-,4.4,-
127,Pontus Jansson,40.2,80.9,-,1,-
128,Lukasz Fabianski,22.9,59.2,-,5.9,-
129,Tyrick Mitchell,41.5,71.9,0.6,1.8,-
130,Alexis Mac Allister,30.2,84.4,0.5,1.5,0.1
131,Aaron Cresswell,55.1,82.6,1.1,2.6,-
132,Emiliano Buendía,24.3,81.6,0.1,0.8,0.3
133,Gabriel Magalhães,58.2,89.5,-,2.5,-
134,Kurt Zouma,41.5,87.7,-,1.8,-
135,Luke Thomas,46.4,80.3,0.2,1.1,0.1
136,Emile Smith Rowe,23.2,87.4,0.2,0.4,0.1
137,Bryan Mbeumo,20.9,69,0.5,0.7,-
138,Çaglar Söyüncü,68.6,84.6,0.1,3.1,-
139,Kasper Schmeichel,30.4,69.7,-,7.1,-
140,Tyrone Mings,46.1,79.6,-,2.8,0.1
141,Alexandre Lacazette,14.8,76.4,0.1,0.3,0.1
142,Tino Livramento,32.4,78.6,0.4,1,-
143,Lewis Dunk,67.1,88.4,-,4.7,-
144,Kyle Walker,75,90.3,0.3,3.8,0.1
145,Kristoffer Ajer,30.1,69.7,0.1,1.3,0.1
146,Vitaly Janelt,30.6,77.9,0.2,1.7,0.1
147,Cheikhou Kouyaté,29.6,82,-,1.1,-
148,Grant Hanley,39.7,83.1,-,2.1,-
149,Abdoulaye Doucouré,36.1,79.6,-,1,0.1
150,Jeffrey Schlupp,20,76.3,0.1,0.6,0.1
151,Ché Adams,15.4,65.7,-,0.4,0.1
152,Michael Keane,37.8,76.5,-,3.9,-
153,Joel Ward,51.6,79.2,0.1,2.4,-
154,Adam Webster,52.4,81,-,3,-
155,Timothy Castagne,40.8,82,0.4,1.3,-
156,Andros Townsend,18.7,78.1,1.3,0.3,-
157,Ederson,25.9,88.8,-,4,-
158,Craig Dawson,37.5,80.9,-,3,-
159,Fraser Forster,27.9,54.7,-,6.4,-
160,Fernandinho,44.1,88.8,0.1,1.8,0.1
161,Fabian Schär,39.4,69.6,-,5.1,-
162,Anthony Gordon,17.5,74.2,0.7,0.2,-
163,Joshua King,15.6,72.9,0.1,0.1,0.1
164,Danny Welbeck,10.9,77.7,-,0.1,-
165,João Moutinho,54.9,86.7,0.8,3.8,-
166,Maxwel Cornet,14.5,70.6,0.4,0.2,-
167,Moussa Sissoko,31.8,78.3,0.4,1.6,0.1
168,Vicente Guaita,26.6,74.9,-,4.5,-
169,Kiernan Dewsbury-Hall,41,81.2,0.3,1.1,0.1
170,Christian Pulisic,19.9,80.3,0.1,0.3,-
171,Jordan Ayew,21.6,83.6,0.3,0.3,0.2
172,Granit Xhaka,57.1,86.8,0.3,2,0.2
173,Jack Harrison,24.9,70.5,0.5,0.6,0.1
174,Joachim Andersen,68.6,81.6,0.1,7.4,0.1
175,Raúl Jiménez,22.1,71.8,0.1,0.7,0.1
176,Michael Olise,21,81.4,0.7,1.1,0.1
177,Odsonne Édouard,14.8,73.7,-,0.1,-
178,Jadon Sancho,32.2,83.5,0.3,0.4,0.1
179,Christian Benteke,11.9,64.4,-,0.3,-
180,Édouard Mendy,23.6,82,-,3.5,-
181,Ben Johnson,28.1,70.8,0.7,1.8,-
182,Martin Dúbravka,29,59.4,-,8.6,-
183,Aaron Ramsdale,29.7,62.6,-,4.7,-
184,Jonjo Shelvey,38.7,81.2,0.4,5,0.1
185,Manuel Lanzini,40.1,91.9,0.2,1.1,-
186,Harry Maguire,52.1,86.4,-,4,-
187,Danny Ings,12,69.3,-,0.3,-
188,Jean-Philippe Mateta,10.5,67.8,0.1,-,-
189,David de Gea,20.7,68.9,-,3.1,-
190,Ademola Lookman,19.5,78.3,0.1,0.1,0.1
191,Conor Coady,44.4,89.7,-,3.8,-
192,Luke Shaw,46.2,84.1,1.5,1.6,0.2
193,Robert Sánchez,36,67.4,-,5.5,-
194,Nemanja Matic,45.2,87.1,0.1,2.2,0.2
195,Emiliano Martínez,26,70.4,-,4.8,-
196,Juraj Kucka,26.1,68.7,0.2,1,-
197,Wout Weghorst,21.3,64.3,0.1,0.2,-
198,Mohamed Elyounoussi,20.1,70.7,0.1,0.4,-
199,Séamus Coleman,31.7,74.2,0.4,1.8,-
200,Illan Meslier,29.3,69,-,4,-
201,Connor Roberts,30.8,72.9,0.3,1.1,-
202,Jordan Pickford,29.2,48.1,-,8.2,-
203,Eddie Nketiah,10.7,77.7,-,-,-
204,James Milner,29.3,86,0.5,1.1,0.1
205,Nathan Redmond,24.8,73.1,0.7,0.9,0.1
206,Armando Broja,12.4,61.4,-,-,-
207,Joe Willock,18.3,81.4,0.1,0.6,-
208,Solly March,20.6,77.4,0.8,1.3,-
209,Emil Krafth,29.6,73.3,0.2,0.6,-
210,Matthew Lowton,25.9,67.4,0.4,2.5,-
211,Diego Llorente,48.5,81.4,-,3.1,-
212,Ismaïla Sarr,18.8,77.5,0.4,0.5,-
213,Alex Iwobi,24.9,79.6,0.4,1,0.1
214,Trincão,15.3,80.8,0.3,0.6,-
215,Rodrigo,28.1,75.5,0.4,1.3,0.2
216,Vladimír Coufal,37.4,71.4,0.7,1.3,-
217,Kalvin Phillips,47.4,82,0.2,3.5,-
218,Anthony Elanga,19.7,78.2,0.2,0.2,-
219,Mathias Normann,32.5,71.8,0.3,2.8,0.2
220,Imrân Louza,32.5,77.5,0.5,2.3,0.1
221,Brandon Williams,35.9,81.8,0.1,1.6,0.2
222,Rico Henry,30.1,74.4,0.6,1,-
223,Tariq Lamptey,20.5,85.8,0.6,0.2,-
224,Timo Werner,17.7,78.2,-,0.2,-
225,Mason Holgate,33.7,68.4,-,3,-
226,Samir,35.1,80.7,-,2.1,-
227,Hwang Hee-Chan,20.9,81,0.1,0.7,-
228,Cédric Soares,41.6,83.5,1,1.5,-
229,Yoane Wissa,9.1,68.1,-,0.2,-
230,Kelechi Iheanacho,13.4,77.4,0.1,0.2,0.2
231,Cucho Hernández,13.5,65.6,0.5,0.7,-
232,Stuart Armstrong,27.9,81.9,0.4,0.5,-
233,Ben Godfrey,30.7,76.6,0.2,1,-
234,Albert Sambi Lokonga,43.1,88.4,0.1,1.8,0.1
235,Adam Lallana,39.9,87.1,-,0.8,-
236,Allan,34.2,80,0.1,1.4,-
237,Victor Lindelöf,49.2,87.8,-,2.3,0.1
238,Junior Firpo,32.4,81.4,0.3,0.9,-
239,Sergi Canós,21.5,62.9,0.5,0.9,0.1
240,Neal Maupay,18.8,77.8,0.1,0.3,0.1
241,Luke Ayling,54.5,77.4,0.2,4.1,0.1
242,Pierre Lees-Melou,30,79.6,0.3,2.6,0.1
243,Ryan Fraser,14.6,77,1.3,0.5,-
244,Teemu Pukki,14.2,75.2,0.1,0.4,-
245,Daniel Amartey,54.8,90.7,-,1.8,-
246,Patson Daka,9.6,74.5,-,0.1,-
247,Jakub Moder,27.1,74.6,0.3,0.4,0.1
248,Kiko Femenía,32.5,73.7,0.9,1.2,-
249,Jamaal Lascelles,25.7,74.4,-,1.2,-
250,Kenny McLean,33.4,74.5,0.1,1.5,-
251,Miguel Almirón,16.2,81.6,0.1,0.4,-
252,Leander Dendoncker,27.1,86.9,-,0.6,-
253,Jay Rodríguez,10.4,59.9,0.1,0.1,-
254,Daniel James,13.8,71.7,0.2,0.3,-
255,Nicolas Pépé,16,83.7,0.6,0.2,-
256,Max Aarons,32.3,77.2,0.3,1.1,0.1
257,Javier Manquillo,16.2,72.3,0.1,0.4,-
258,Ezri Konsa,34.7,86.4,-,1.1,-
259,Ashley Young,21.6,80,0.3,0.9,-
260,Harry Winks,34.4,88.2,0.4,1.6,0.2
261,Boubakary Soumaré,28.2,82.5,0.1,0.7,-
262,Ashley Westwood,41.2,75.2,1.1,2.9,0.1
263,Nuno Tavares,26.6,82.1,0.4,0.6,-
264,Tim Krul,31.1,65.4,-,6.7,-
265,Mathias Jensen,22.8,76.2,1,2.2,0.1
266,Milot Rashica,14.8,70.8,0.9,0.7,-
267,Romain Perraud,26.7,70.6,0.3,0.6,-
268,Billy Gilmour,47.3,83.7,1.4,3.4,-
269,Jacob Murphy,13.9,64.4,0.3,0.4,-
270,Adam Armstrong,13.2,74.9,-,0.4,0.1
271,Ibrahima Diallo,19.3,80.6,0.1,0.7,-
272,Sean Longstaff,24.4,80.9,0.1,1.8,-
273,Jack Cork,28.3,74.2,0.2,1.3,-
274,Mateusz Klich,29.6,79.9,0.2,0.8,0.1
275,Frank Onyeka,15.7,80.2,0.1,0.6,-
276,Craig Cathcart,29.1,81.3,-,2.7,-
277,Pascal Struijk,43.2,85.2,-,2.1,-
278,Robin Koch,34.9,77.4,-,1.6,-
279,Ben Gibson,48.8,81.3,-,3.4,-
280,Marcus Rashford,15.7,76.1,-,0.2,-
281,Adam Forshaw,37.5,83.5,-,2.4,-
282,Matej Vydra,4.6,73.5,-,-,-
283,Tyler Roberts,12.2,73.9,0.1,0.4,-
284,Shandon Baptiste,13.5,85.2,-,0.4,-
285,Josh Sargent,15.1,72.8,-,0.2,-
286,Tom Cleverley,21.3,76.5,0.6,0.9,-
287,Joe Gelhardt,8,65,0.1,0.1,0.1
288,Aaron Lennon,12,73.5,0.1,0.3,-
289,Ben Foster,30.9,44,-,8.2,-
290,Mads Roerslev,14.1,67,0.4,0.5,-
291,Steven Bergwijn,6.6,84.2,-,-,-
292,Lukas Rupp,20.2,83.3,0.1,0.6,0.1
293,Kieran Dowell,15.4,73,0.5,0.5,-
294,Nikola Vlasic,10.7,80.8,0.1,0.2,-
295,Ashley Barnes,8.3,63.7,-,0.1,-
296,Salomón Rondón,9.3,62.4,0.1,0.2,-
297,Andrii Yarmolenko,5.3,77.2,0.1,0.1,-
298,Fábio Silva,6.2,68.4,-,0.1,-
