,player_name,team_number,Team,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
242,Robert Gumny,1730,Augsburg,25,D,29,2021,2,0.3,20.7,66.7,0.1,1.2,0.0,6.37,1,5,1,0.3,1.6,0,0.2,0.6,0.0,0.4,0.6,1.2,0.9,1.1,0.2,2.0,0.6,0.2,0
246,Luca Netz,134,Borussia M.Gladbach,20,D,20,700,3,0.3,14.7,79.5,0.1,0.3,0.0,6.35,1,0,0,0.2,0.4,0,0.5,0.1,0.1,0.3,0.7,1.3,0.3,0.3,0.2,1.2,0.7,0.1,0
249,Cristian Gamboa,109,Bochum,33,D,19,1485,0,0.5,27.9,68.4,0.6,3.3,0.0,6.34,0,2,0,0.4,0.7,0,0.3,0.3,0.1,0.2,0.5,2.2,0.8,0.7,0.2,1.6,0.5,0.4,1
250,Sebastian Rudy,1211,Hoffenheim,33,D,22,790,1,0.6,18.1,78.9,0.7,0.9,0.0,6.34,0,3,0,0.2,0.3,0,0.0,0.4,0.0,0.4,0.5,1.2,0.5,1.0,0.0,0.5,0.6,0.3,0
251,Gerrit Holtmann,109,Bochum,28,D,23,934,1,0.4,9.2,68.2,0.2,0.1,0.0,6.33,1,0,0,1.3,0.6,0,0.7,0.3,0.1,0.7,1.3,0.6,0.1,0.3,0.0,0.1,0.4,0.0,0
254,Maximilian Bauer,1730,Augsburg,23,D,27,1845,1,0.1,27.7,73.1,0.0,2.0,0.0,6.33,0,8,0,0.3,2.6,0,0.1,0.9,0.0,0.2,0.4,1.1,0.9,0.9,0.5,2.9,0.6,0.3,0
261,Lee Buchanan,42,Werder Bremen,22,D,21,456,0,0.2,10.0,68.2,0.1,0.9,0.0,6.31,1,2,0,0.2,0.4,0,0.0,0.3,0.0,0.1,0.3,0.7,0.6,0.3,0.0,0.8,0.3,0.0,0
264,Kingsley Schindler,282,FC Koln,29,D,29,1072,1,0.3,13.8,70.8,0.2,0.5,0.0,6.29,0,4,0,0.4,0.8,0,0.3,0.4,0.1,0.5,0.9,0.8,0.5,0.4,0.0,0.8,0.3,0.1,0
270,Jordi Osei-Tutu,109,Bochum,24,D,20,750,0,0.3,8.3,71.1,0.2,0.3,0.0,6.27,0,3,0,0.6,0.4,0,0.5,1.2,0.2,0.6,1.3,1.2,0.5,0.4,0.1,0.4,0.6,0.3,0
273,Agustín Rogel,47,Hertha Berlin,25,D,20,1423,1,0.1,28.4,74.8,0.0,1.9,0.0,6.25,0,7,0,0.3,2.5,0,0.0,0.3,0.1,0.0,0.6,0.9,0.6,1.1,0.5,3.7,0.3,0.4,0
279,Saidy Janko,109,Bochum,27,D,20,1132,0,0.1,16.5,73.0,0.1,1.0,0.0,6.21,0,1,0,0.1,0.5,0,0.7,0.4,0.0,0.5,0.9,1.2,0.6,1.0,0.0,1.6,0.4,0.5,0
